Index,Fixture,Date,Promotion,Match type,Event,WON rating
7930,Edris Enofe vs. Kushida,02/15/2022,World Wrestling Entertainment,Singles,WWE NXT Level Up #1 ,
7931,Bron Breakker vs. Santos Escobar,02/15/2022,World Wrestling Entertainment,Singles,WWE NXT 2.0 #616 - Vengeance Day 2022 ,
7932,Brutus Creed & Julius Creed vs. Nash Carter & Wes Lee,02/15/2022,World Wrestling Entertainment,Tag Team,WWE NXT 2.0 #616 - Vengeance Day 2022 ,
7933,Gigi Dolin & Jacy Jayne vs. Indi Hartwell & Persia Pirotta,02/15/2022,World Wrestling Entertainment,Tag Team,WWE NXT 2.0 #616 - Vengeance Day 2022 ,
7934,Pete Dunne vs. Tony D'Angelo,02/15/2022,World Wrestling Entertainment,Weaponized Steel Cage,WWE NXT 2.0 #616 - Vengeance Day 2022 ,
7935,Jordan Devlin vs. Wolfgang,02/17/2022,World Wrestling Entertainment,Singles,WWE NXT UK #184 ,
7936,AJ Styles vs. Austin Theory vs. Bobby Lashley vs. Brock Lesnar vs. Riddle vs. Seth Rollins,02/19/2022,World Wrestling Entertainment,Elimination Chamber,WWE Elimination Chamber 2022 ,***1/2
7937,Becky Lynch vs. Lita,02/19/2022,World Wrestling Entertainment,Singles,WWE Elimination Chamber 2022 ,***1/4
7938,Drew McIntyre vs. Madcap Moss,02/19/2022,World Wrestling Entertainment,Falls Count Anywhere,WWE Elimination Chamber 2022 ,***1/4
7939,Charlotte Flair & Sonya Deville vs. Naomi & Ronda Rousey,02/19/2022,World Wrestling Entertainment,Tag Team,WWE Elimination Chamber 2022 ,**
7940,Alexa Bliss vs. Bianca Belair vs. Doudrop vs. Liv Morgan vs. Nikki ASH vs. Rhea Ripley,02/19/2022,World Wrestling Entertainment,Elimination Chamber,WWE Elimination Chamber 2022 ,***
7941,Rey Mysterio vs. The Miz,02/19/2022,World Wrestling Entertainment,Singles,WWE Elimination Chamber 2022 Kickoff ,**3/4
7942,Goldberg vs. Roman Reigns,02/19/2022,World Wrestling Entertainment,Singles,WWE Elimination Chamber 2022 ,**
7943,Kevin Owens & Seth Rollins vs. Randy Orton & Riddle,02/21/2022,World Wrestling Entertainment,Tag Team,WWE Monday Night RAW #1500 ,***3/4
7944,Liv Morgan vs. Queen Zelina,02/21/2022,World Wrestling Entertainment,Singles,WWE Main Event #491 ,
7945,Bianca Belair vs. Doudrop,02/21/2022,World Wrestling Entertainment,Singles,WWE Monday Night RAW #1500 ,
7946,Dolph Ziggler & Robert Roode vs. Finn Balor & Tommaso Ciampa,02/21/2022,World Wrestling Entertainment,Tag Team,WWE Monday Night RAW #1500 ,
7947,Angelo Dawkins & Montez Ford vs. Chad Gable & Otis,02/21/2022,World Wrestling Entertainment,Tag Team,WWE Monday Night RAW #1500 ,
7948,Dolph Ziggler vs. Tommaso Ciampa,02/22/2022,World Wrestling Entertainment,Singles,WWE NXT 2.0 #617 ,****
7949,Grayson Waller vs. LA Knight,02/22/2022,World Wrestling Entertainment,Singles,WWE NXT 2.0 #617 ,
7950,Cameron Grimes vs. Trick Williams,02/22/2022,World Wrestling Entertainment,Singles,WWE NXT 2.0 #617 ,
7951,Harland & Joe Gacy vs. Ikemen Jiro & Kushida,02/22/2022,World Wrestling Entertainment,Tag Team,WWE NXT Level Up #2 ,
7952,Danny Jones vs. Rohan Raja,02/24/2022,World Wrestling Entertainment,Singles,WWE NXT UK #185 ,
7953,Amale vs. Xia Brookside,02/24/2022,World Wrestling Entertainment,Singles,WWE NXT UK #185 ,
7954,Ashton Smith & Oliver Carter vs. Trent Seven & Tyler Bate,02/24/2022,World Wrestling Entertainment,Tag Team,WWE NXT UK #185 ,
7955,Drew McIntyre vs. Madcap Moss,02/25/2022,World Wrestling Entertainment,Singles,WWE Friday Night SmackDown #1175 ,
7956,Angel & Humberto vs. Big E & Kofi Kingston,02/25/2022,World Wrestling Entertainment,Tag Team,WWE Friday Night SmackDown #1175 ,
7957,Chad Gable & Otis vs. Kevin Owens & Seth Rollins,02/28/2022,World Wrestling Entertainment,Tag Team,WWE Monday Night RAW #1501 ,***3/4
7958,Damian Priest vs. Finn Balor,02/28/2022,World Wrestling Entertainment,Singles,WWE Monday Night RAW #1501 ,
7959,Angelo Dawkins & Montez Ford vs. Randy Orton & Riddle,02/28/2022,World Wrestling Entertainment,Tag Team,WWE Monday Night RAW #1501 ,
7960,"Becky Lynch, Doudrop & Nikki ASH vs. Bianca Belair, Liv Morgan & Rhea Ripley",02/28/2022,World Wrestling Entertainment,Six Man Tag Team,WWE Monday Night RAW #1501 ,
7961,Carmelo Hayes vs. Pete Dunne,03/01/2022,World Wrestling Entertainment,Singles,WWE NXT 2.0 #618 ,***3/4
7962,Bron Breakker & Tommaso Ciampa vs. Dolph Ziggler & Robert Roode,03/01/2022,World Wrestling Entertainment,Tag Team,WWE NXT 2.0 #618 ,***3/4
7963,Gunther vs. Solo Sikoa,03/01/2022,World Wrestling Entertainment,Singles,WWE NXT 2.0 #618 ,
7964,Dakota Kai & Wendy Choo vs. Indi Hartwell & Persia Pirotta,03/01/2022,World Wrestling Entertainment,Tag Team,WWE NXT 2.0 #618 ,
7965,Edris Enofe & Malik Blade vs. Joaquin Wilde & Raul Mendoza,03/01/2022,World Wrestling Entertainment,Tag Team,WWE NXT Level Up #3 ,
7966,Isla Dawn vs. Meiko Satomura,03/02/2022,World Wrestling Entertainment,Singles,WWE NXT UK #189 ,
7967,A-Kid & Saxon Huxley vs. Charlie Dempsey & Rohan Raja,03/02/2022,World Wrestling Entertainment,Tag Team,WWE NXT UK #189 ,
7968,Emilia McKenzie vs. Nina Samuels,03/02/2022,World Wrestling Entertainment,Singles,WWE NXT UK #188 ,
7969,Oliver Carter vs. Tyler Bate,03/02/2022,World Wrestling Entertainment,Singles,WWE NXT UK #188 ,
7970,Roderick Strong vs. Wolfgang,03/02/2022,World Wrestling Entertainment,Singles,WWE NXT UK #188 ,
7971,Dave Mastiff & Jack Starz vs. Lewis Howley & Sam Stoker,03/03/2022,World Wrestling Entertainment,Tag Team,WWE NXT UK #186 ,
7972,Mark Coffey vs. Sha Samuels,03/03/2022,World Wrestling Entertainment,Singles,WWE NXT UK #186 ,
7973,Ilja Dragunov vs. Nathan Frazer,03/03/2022,World Wrestling Entertainment,Singles,WWE NXT UK #186 ,
7974,Ricochet vs. Sami Zayn,03/04/2022,World Wrestling Entertainment,Singles,WWE Friday Night SmackDown #1176 ,***3/4
7975,Erik & Ivar vs. Jey Uso & Jimmy Uso,03/04/2022,World Wrestling Entertainment,Tag Team,WWE Friday Night SmackDown #1176 ,
7976,Bron Breakker & Tommaso Ciampa vs. Dolph Ziggler & Robert Roode,03/07/2022,World Wrestling Entertainment,Tag Team,WWE Monday Night RAW #1502 ,***1/2
7977,Chad Gable & Otis vs. Kevin Owens & Seth Rollins vs. Randy Orton & Riddle,03/07/2022,World Wrestling Entertainment,Triple Threat,WWE Monday Night RAW #1502 ,****1/2
7978,Austin Theory vs. Finn Balor,03/07/2022,World Wrestling Entertainment,Singles,WWE Monday Night RAW #1502 ,
7979,Carmella & Queen Zelina vs. Liv Morgan & Rhea Ripley,03/07/2022,World Wrestling Entertainment,Tag Team,WWE Monday Night RAW #1502 ,
7980,Angelo Dawkins & Montez Ford vs. Cedric Alexander & Shelton Benjamin,03/07/2022,World Wrestling Entertainment,Tag Team,WWE Main Event #493 ,
7981,Bron Breakker vs. Dolph Ziggler vs. Tommaso Ciampa,03/08/2022,World Wrestling Entertainment,Triple Threat,WWE NXT 2.0 #619 - Roadblock 2022 ,****1/4
7982,Io Shirai & Kay Lee Ray vs. Kacy Catanzaro & Kayden Carter,03/08/2022,World Wrestling Entertainment,Tag Team,WWE NXT 2.0 #619 - Roadblock 2022 ,***1/2
7983,Fabian Aichner & Marcel Barthel vs. Nash Carter & Wes Lee,03/08/2022,World Wrestling Entertainment,Tag Team,WWE NXT 2.0 #619 - Roadblock 2022 ,
7984,Grayson Waller vs. LA Knight,03/08/2022,World Wrestling Entertainment,Last Man Standing,WWE NXT 2.0 #619 - Roadblock 2022 ,
7985,Cora Jade & Raquel Gonzalez vs. Dakota Kai & Wendy Choo,03/08/2022,World Wrestling Entertainment,Tag Team,WWE NXT 2.0 #619 - Roadblock 2022 ,
7986,Brooks Jensen & Josh Briggs vs. James Drake & Zack Gibson,03/08/2022,World Wrestling Entertainment,Tag Team,WWE NXT Level Up #4 ,
7987,Joe Coffey vs. Noam Dar,03/10/2022,World Wrestling Entertainment,Heritage Cup Rules,WWE NXT UK #187 ,
7988,Danny Jones & Josh Morrell vs. Primate & T-Bone,03/10/2022,World Wrestling Entertainment,Tag Team,WWE NXT UK #187 ,
7989,A-Kid vs. Charlie Dempsey,03/10/2022,World Wrestling Entertainment,Singles,WWE NXT UK #187 ,
7990,Ricochet vs. Sami Zayn,03/11/2022,World Wrestling Entertainment,Singles,WWE Friday Night SmackDown #1177 ,***1/2
7991,Big E & Kofi Kingston vs. Ridge Holland & Sheamus,03/11/2022,World Wrestling Entertainment,Tag Team,WWE Friday Night SmackDown #1177 ,
7992,Kevin Owens vs. Seth Rollins,03/14/2022,World Wrestling Entertainment,Singles,WWE Monday Night RAW #1503 ,****
7993,Montez Ford vs. Riddle,03/14/2022,World Wrestling Entertainment,Singles,WWE Monday Night RAW #1503 ,
7994,Bianca Belair vs. Doudrop,03/14/2022,World Wrestling Entertainment,Singles,WWE Monday Night RAW #1503 ,
7995,Damian Priest vs. Finn Balor,03/14/2022,World Wrestling Entertainment,Singles,WWE Monday Night RAW #1503 ,
7996,T-BAR vs. Tommaso Ciampa,03/14/2022,World Wrestling Entertainment,Singles,WWE Main Event #494 ,
7997,Cameron Grimes vs. Santos Escobar,03/15/2022,World Wrestling Entertainment,Singles,WWE NXT 2.0 #620 ,***1/2
7998,Dolph Ziggler vs. LA Knight,03/15/2022,World Wrestling Entertainment,Singles,WWE NXT 2.0 #620 ,
7999,Damon Kemp vs. Xyon Quinn,03/15/2022,World Wrestling Entertainment,Singles,WWE NXT Level Up #5 ,
8000,Bodhi Hayward vs. Dante Chen,03/15/2022,World Wrestling Entertainment,Singles,WWE NXT Level Up #5 ,
8001,Kofi Kingston vs. Ridge Holland,03/18/2022,World Wrestling Entertainment,Singles,WWE Friday Night SmackDown #1178 ,
8002,Liv Morgan & Rhea Ripley vs. Naomi & Sasha Banks,03/18/2022,World Wrestling Entertainment,Tag Team,WWE Friday Night SmackDown #1178 ,
8003,"Drew McIntyre, Erik & Ivar vs. Happy Corbin, Jinder Mahal & Shanky",03/18/2022,World Wrestling Entertainment,Six Man Tag Team,WWE Friday Night SmackDown #1178 ,
8004,AJ Styles vs. Seth Rollins,03/21/2022,World Wrestling Entertainment,Singles,WWE Monday Night RAW #1504 ,***1/2
8005,Chad Gable & Otis vs. Randy Orton & Riddle,03/21/2022,World Wrestling Entertainment,Tag Team,WWE Monday Night RAW #1504 ,
8006,Austin Theory vs. Finn Balor,03/21/2022,World Wrestling Entertainment,Singles,WWE Monday Night RAW #1504 ,
8007,Dolph Ziggler & Robert Roode vs. Dominik Mysterio & Rey Mysterio,03/21/2022,World Wrestling Entertainment,Tag Team,WWE Monday Night RAW #1504 ,
8008,Cedric Alexander vs. T-BAR,03/21/2022,World Wrestling Entertainment,Singles,WWE Main Event #495 ,
8009,Roderick Strong vs. Solo Sikoa,03/22/2022,World Wrestling Entertainment,Singles,WWE NXT 2.0 #621 ,
8010,Dexter Lumis vs. Tony D'Angelo,03/22/2022,World Wrestling Entertainment,Singles,WWE NXT 2.0 #621 ,
8011,Dakota Kai & Wendy Choo vs. Io Shirai & Kay Lee Ray,03/22/2022,World Wrestling Entertainment,Tag Team,WWE NXT 2.0 #621 ,
8012,Bron Breakker vs. Robert Roode,03/22/2022,World Wrestling Entertainment,Singles,WWE NXT 2.0 #621 ,
8013,Edris Enofe & Malik Blade vs. Ikemen Jiro & Kushida,03/22/2022,World Wrestling Entertainment,Tag Team,WWE NXT Level Up #6 ,
8014,Queen Zelina vs. Rhea Ripley vs. Sasha Banks vs. Shayna Baszler,03/25/2022,World Wrestling Entertainment,Fatal Four Way,WWE Friday Night SmackDown #1179 ,
8015,Humberto vs. Ricochet,03/25/2022,World Wrestling Entertainment,Singles,WWE Friday Night SmackDown #1179 ,
8016,Jimmy Uso vs. Shinsuke Nakamura,03/25/2022,World Wrestling Entertainment,Singles,WWE Friday Night SmackDown #1179 ,
8017,Jey Uso & Jimmy Uso vs. Randy Orton & Riddle,03/28/2022,World Wrestling Entertainment,Tag Team,WWE Monday Night RAW #1505 - WrestleMania RAW ,
8018,"Carmella, Natalya, Queen Zelina & Shayna Baszler vs. Liv Morgan, Naomi, Rhea Ripley & Sasha Banks",03/28/2022,World Wrestling Entertainment,Eight Man Tag Team,WWE Monday Night RAW #1505 - WrestleMania RAW ,
8019,Rey Mysterio vs. The Miz,03/28/2022,World Wrestling Entertainment,Singles,WWE Monday Night RAW #1505 - WrestleMania RAW ,
8020,Apollo Crews vs. Finn Balor,03/28/2022,World Wrestling Entertainment,Singles,WWE Main Event #496 ,
8021,Cedric Alexander vs. Veer Mahaan,03/28/2022,World Wrestling Entertainment,Singles,WWE Main Event #496 ,
8022,"Fabian Aichner, Gunther & Marcel Barthel vs. LA Knight, Nash Carter & Wes Lee",03/29/2022,World Wrestling Entertainment,Six Man Tag Team,WWE NXT 2.0 #622 ,****
8023,Brooks Jensen & Josh Briggs vs. Joaquin Wilde & Raul Mendoza,03/29/2022,World Wrestling Entertainment,Tag Team,WWE NXT 2.0 #622 ,
8024,A-Kid vs. Cameron Grimes vs. Roderick Strong,03/29/2022,World Wrestling Entertainment,Triple Threat,WWE NXT 2.0 #622 ,
8025,Damon Kemp vs. James Drake,03/29/2022,World Wrestling Entertainment,Singles,WWE NXT Level Up #7 ,
8026,Kayden Carter vs. Tatum Paxley,03/29/2022,World Wrestling Entertainment,Singles,WWE NXT Level Up #7 ,
8027,Mark Coffey vs. Noam Dar,03/31/2022,World Wrestling Entertainment,Heritage Cup Rules,WWE NXT UK #190 ,
8028,Kenny Williams vs. Tate Mayfairs,03/31/2022,World Wrestling Entertainment,Singles,WWE NXT UK #190 ,
8029,Ashton Smith vs. Trent Seven,03/31/2022,World Wrestling Entertainment,Singles,WWE NXT UK #190 ,
8030,Amale vs. Xia Brookside,03/31/2022,World Wrestling Entertainment,Singles,WWE NXT UK #190 ,
8031,"Austin Theory, Jey Uso & Jimmy Uso vs. Finn Balor, Rick Boogs & Shinsuke Nakamura",04/01/2022,World Wrestling Entertainment,Six Man Tag Team,WWE Friday Night SmackDown #1180 - WrestleMania SmackDown ,
8032,Angel vs. Humberto vs. Ricochet,04/01/2022,World Wrestling Entertainment,Triple Threat,WWE Friday Night SmackDown #1180 - WrestleMania SmackDown ,
8033,Akira Tozawa vs. Apollo Crews vs. Cedric Alexander vs. Commander Azeez vs. Damian Priest vs. Dolph Ziggler vs. Drew Gulak vs. Erik vs. Finn Balor vs. Ivar vs. Jinder Mahal vs. Madcap Moss vs. Mansoor vs. R-Truth vs. Reggie vs. Robert Roode vs. Shanky vs. Shelton Benjamin vs. T-BAR vs. Tommaso Ciampa,04/01/2022,World Wrestling Entertainment,Battle Royal,WWE Friday Night SmackDown #1180 - WrestleMania SmackDown ,
8034,Kevin Owens vs. Steve Austin,04/02/2022,World Wrestling Entertainment,No Holds Barred,WWE WrestleMania 38 - Saturday ,***1/2
8035,Charlotte Flair vs. Ronda Rousey,04/02/2022,World Wrestling Entertainment,Singles,WWE WrestleMania 38 - Saturday ,**
8036,Cody Rhodes vs. Seth Rollins,04/02/2022,World Wrestling Entertainment,Singles,WWE WrestleMania 38 - Saturday ,****1/2
8037,Becky Lynch vs. Bianca Belair,04/02/2022,World Wrestling Entertainment,Singles,WWE WrestleMania 38 - Saturday ,****1/2
8038,Dominik Mysterio & Rey Mysterio vs. Logan Paul & The Miz,04/02/2022,World Wrestling Entertainment,Tag Team,WWE WrestleMania 38 - Saturday ,***1/2
8039,Drew McIntyre vs. Happy Corbin,04/02/2022,World Wrestling Entertainment,Singles,WWE WrestleMania 38 - Saturday ,**3/4
8040,Jey Uso & Jimmy Uso vs. Rick Boogs & Shinsuke Nakamura,04/02/2022,World Wrestling Entertainment,Tag Team,WWE WrestleMania 38 - Saturday ,*1/2
8041,Bron Breakker vs. Dolph Ziggler,04/02/2022,World Wrestling Entertainment,Singles,WWE NXT Stand & Deliver 2022 ,***1/2
8042,Gunther vs. LA Knight,04/02/2022,World Wrestling Entertainment,Singles,WWE NXT Stand & Deliver 2022 ,***1/4
8043,Cora Jade vs. Io Shirai vs. Kay Lee Ray vs. Mandy Rose,04/02/2022,World Wrestling Entertainment,Fatal Four Way,WWE NXT Stand & Deliver 2022 ,***1/2
8044,Brutus Creed & Julius Creed vs. Fabian Aichner & Marcel Barthel vs. Nash Carter & Wes Lee,04/02/2022,World Wrestling Entertainment,Triple Threat Tag Team,WWE NXT Stand & Deliver 2022 ,****
8045,Tommaso Ciampa vs. Tony D'Angelo,04/02/2022,World Wrestling Entertainment,Singles,WWE NXT Stand & Deliver 2022 ,***
8046,Cameron Grimes vs. Carmelo Hayes vs. Grayson Waller vs. Santos Escobar vs. Solo Sikoa,04/02/2022,World Wrestling Entertainment,Five Way Ladder,WWE NXT Stand & Deliver 2022 ,****1/4
8047,Dakota Kai & Raquel Gonzalez vs. Gigi Dolin & Jacy Jayne,04/02/2022,World Wrestling Entertainment,Tag Team,WWE NXT Stand & Deliver 2022 Kickoff ,
8048,Brock Lesnar vs. Roman Reigns,04/03/2022,World Wrestling Entertainment,Singles,WWE WrestleMania 38 - Sunday ,***1/4
8049,Austin Theory vs. Pat McAfee,04/03/2022,World Wrestling Entertainment,Singles,WWE WrestleMania 38 - Sunday ,***3/4
8050,AJ Styles vs. Edge,04/03/2022,World Wrestling Entertainment,Singles,WWE WrestleMania 38 - Sunday ,***3/4
8051,Carmella & Queen Zelina vs. Liv Morgan & Rhea Ripley vs. Naomi & Sasha Banks vs. Natalya & Shayna Baszler,04/03/2022,World Wrestling Entertainment,Fatal Four Way Tag Team,WWE WrestleMania 38 - Sunday ,**1/2
8052,Bobby Lashley vs. Omos,04/03/2022,World Wrestling Entertainment,Singles,WWE WrestleMania 38 - Sunday ,1/2*
8053,Angelo Dawkins & Montez Ford vs. Chad Gable & Otis vs. Randy Orton & Riddle,04/03/2022,World Wrestling Entertainment,Triple Threat Tag Team,WWE WrestleMania 38 - Sunday ,****1/4
8054,Johnny Knoxville vs. Sami Zayn,04/03/2022,World Wrestling Entertainment,Anything Goes,WWE WrestleMania 38 - Sunday ,
8055,Angelo Dawkins & Montez Ford vs. Chad Gable & Otis,04/04/2022,World Wrestling Entertainment,Texas Tornado Tag Team,WWE Monday Night RAW #1506 ,
8056,"Austin Theory, Jey Uso & Jimmy Uso vs. Finn Balor, Randy Orton & Riddle",04/04/2022,World Wrestling Entertainment,Six Man Tag Team,WWE Monday Night RAW #1506 ,
8057,Bron Breakker vs. Dolph Ziggler,04/04/2022,World Wrestling Entertainment,Singles,WWE Monday Night RAW #1506 ,
8058,Liv Morgan & Rhea Ripley vs. Naomi & Sasha Banks,04/04/2022,World Wrestling Entertainment,Tag Team,WWE Monday Night RAW #1506 ,
8059,Shelton Benjamin vs. T-BAR,04/04/2022,World Wrestling Entertainment,Singles,WWE Main Event #497 ,
8060,Bron Breakker vs. Gunther,04/05/2022,World Wrestling Entertainment,Singles,WWE NXT 2.0 #623 ,***1/2
8061,Dakota Kai & Raquel Gonzalez vs. Gigi Dolin & Jacy Jayne,04/05/2022,World Wrestling Entertainment,Tag Team,WWE NXT 2.0 #623 ,
8062,Brutus Creed & Julius Creed vs. Fabian Aichner & Marcel Barthel,04/05/2022,World Wrestling Entertainment,Tag Team,WWE NXT 2.0 #623 ,
8063,Guru Raaj vs. Javier Bernal,04/05/2022,World Wrestling Entertainment,Singles,WWE NXT Level Up #8 ,
8064,Andre Chase & Bodhi Hayward vs. Channing Lauren & Troy Donovan,04/05/2022,World Wrestling Entertainment,Tag Team,WWE NXT Level Up #8 ,
8065,Ilja Dragunov vs. Roderick Strong,04/07/2022,World Wrestling Entertainment,Singles,WWE NXT UK #191 ,
8066,Charlie Dempsey vs. Wolfgang,04/07/2022,World Wrestling Entertainment,Singles,WWE NXT UK #191 ,
8067,Butch vs. Xavier Woods,04/08/2022,World Wrestling Entertainment,Singles,WWE Friday Night SmackDown #1181 ,
8068,Liv Morgan vs. Sasha Banks,04/08/2022,World Wrestling Entertainment,Singles,WWE Friday Night SmackDown #1181 ,
8069,Angelo Dawkins & Montez Ford vs. Jey Uso & Jimmy Uso,04/11/2022,World Wrestling Entertainment,Tag Team,WWE Monday Night RAW #1507 ,
8070,Chad Gable & Otis vs. Randy Orton & Riddle,04/11/2022,World Wrestling Entertainment,Tag Team,WWE Monday Night RAW #1507 ,
8071,AJ Styles vs. Damian Priest,04/11/2022,World Wrestling Entertainment,Singles,WWE Monday Night RAW #1507 ,
8072,Cody Rhodes vs. The Miz,04/11/2022,World Wrestling Entertainment,Singles,WWE Monday Night RAW #1507 ,
8073,Apollo Crews & Commander Azeez vs. Cedric Alexander & Shelton Benjamin,04/11/2022,World Wrestling Entertainment,Tag Team,WWE Main Event #498 ,
8074,T-BAR vs. Tommaso Ciampa,04/11/2022,World Wrestling Entertainment,Singles,WWE Main Event #498 ,
8075,Brooks Jensen & Josh Briggs vs. Brutus Creed & Julius Creed vs. Cruz Del Toro & Joaquin Wilde vs. Elton Prince & Kit Wilson vs. Grayson Waller & Sanga,04/12/2022,World Wrestling Entertainment,Gauntlet Tag Team,WWE NXT 2.0 #624 ,
8076,Dakota Kai vs. Mandy Rose,04/12/2022,World Wrestling Entertainment,Singles,WWE NXT 2.0 #624 ,
8077,Cameron Grimes vs. Solo Sikoa,04/12/2022,World Wrestling Entertainment,Singles,WWE NXT 2.0 #624 ,
8078,Damon Kemp vs. Troy Donovan,04/12/2022,World Wrestling Entertainment,Singles,WWE NXT Level Up #9 ,
8079,A-Kid vs. Teoman,04/14/2022,World Wrestling Entertainment,Singles,WWE NXT UK #192 ,
8080,Dave Mastiff & Jack Starz vs. Joe Coffey & Mark Coffey,04/14/2022,World Wrestling Entertainment,Tag Team,WWE NXT UK #192 ,
8081,Jimmy Uso vs. Riddle,04/15/2022,World Wrestling Entertainment,Singles,WWE Friday Night SmackDown #1182 ,
8082,Naomi vs. Rhea Ripley,04/15/2022,World Wrestling Entertainment,Singles,WWE Friday Night SmackDown #1182 ,
8083,Cody Rhodes vs. Kevin Owens,04/18/2022,World Wrestling Entertainment,Singles,WWE Monday Night RAW #1508 ,
8084,Finn Balor vs. Theory,04/18/2022,World Wrestling Entertainment,Singles,WWE Monday Night RAW #1508 ,
8085,Angelo Dawkins & Montez Ford vs. Randy Orton & Riddle,04/18/2022,World Wrestling Entertainment,Tag Team,WWE Monday Night RAW #1508 ,
8086,Liv Morgan & Rhea Ripley vs. Naomi & Sasha Banks,04/18/2022,World Wrestling Entertainment,Tag Team,WWE Monday Night RAW #1508 ,
8087,Cedric Alexander vs. Tommaso Ciampa,04/18/2022,World Wrestling Entertainment,Singles,WWE Main Event #499 ,
8088,Apollo Crews vs. T-BAR,04/18/2022,World Wrestling Entertainment,Singles,WWE Main Event #499 ,
8089,Dexter Lumis & Duke Hudson vs. Elton Prince & Kit Wilson,04/19/2022,World Wrestling Entertainment,Tag Team,WWE NXT 2.0 #625 ,
8090,Carmelo Hayes vs. Santos Escobar,04/19/2022,World Wrestling Entertainment,Singles,WWE NXT 2.0 #625 ,
8091,Damaris Griffin & Quincy Elliott vs. Edris Enofe & Malik Blade,04/19/2022,World Wrestling Entertainment,Tag Team,WWE NXT Level Up #10 ,
8092,Bodhi Hayward vs. Dante Chen,04/19/2022,World Wrestling Entertainment,Singles,WWE NXT Level Up #10 ,
8093,Amale & Angel Hayze vs. Eliza Alexander & Xia Brookside,04/20/2022,World Wrestling Entertainment,Tag Team,WWE NXT UK #197 ,
8094,Eddie Dennis vs. Wild Boar,04/20/2022,World Wrestling Entertainment,Dog Collar,WWE NXT UK #197 ,
8095,Josh Morrell vs. Kenny Williams,04/20/2022,World Wrestling Entertainment,Singles,WWE NXT UK #197 ,
8096,Dave Mastiff & Jack Starz vs. Rohan Raja & Teoman,04/20/2022,World Wrestling Entertainment,Tag Team,WWE NXT UK #197 ,
8097,Ilja Dragunov vs. Jordan Devlin,04/20/2022,World Wrestling Entertainment,Loser Leaves Town,WWE NXT UK #196 ,
8098,Ashton Smith & Oliver Carter vs. Joe Coffey & Mark Coffey,04/20/2022,World Wrestling Entertainment,Tag Team,WWE NXT UK #196 ,
8099,Isla Dawn vs. Meiko Satomura,04/20/2022,World Wrestling Entertainment,World Of Darkness,WWE NXT UK #195 ,
8100,Angel Hayze vs. Xia Brookside,04/20/2022,World Wrestling Entertainment,Singles,WWE NXT UK #194 ,
8101,Mark Andrews & Wild Boar vs. Primate & T-Bone,04/20/2022,World Wrestling Entertainment,Tag Team,WWE NXT UK #194 ,
8102,Damon Kemp & Wolfgang vs. Noam Dar & Sha Samuels,04/21/2022,World Wrestling Entertainment,Tag Team,WWE NXT UK #201 ,
8103,Amale vs. Eliza Alexander,04/21/2022,World Wrestling Entertainment,Singles,WWE NXT UK #200 ,
8104,Ivy Nile vs. Meiko Satomura,04/21/2022,World Wrestling Entertainment,Singles,WWE NXT UK #200 ,
8105,Kenny Williams vs. Mark Andrews,04/21/2022,World Wrestling Entertainment,Singles,WWE NXT UK #200 ,
8106,Ashton Smith & Oliver Carter vs. Rohan Raja & Teoman vs. Trent Seven & Tyler Bate,04/21/2022,World Wrestling Entertainment,Triple Threat,WWE NXT UK #199 ,
8107,Sam Gradwell vs. Von Wagner,04/21/2022,World Wrestling Entertainment,Singles,WWE NXT UK #199 ,
8108,Damon Kemp vs. Sha Samuels,04/21/2022,World Wrestling Entertainment,Singles,WWE NXT UK #198 ,
8109,Emilia McKenzie vs. Lash Legend,04/21/2022,World Wrestling Entertainment,Singles,WWE NXT UK #198 ,
8110,A-Kid vs. Charlie Dempsey,04/21/2022,World Wrestling Entertainment,Heritage Cup Rules,WWE NXT UK #198 ,
8111,Ashton Smith & Oliver Carter vs. Trent Seven & Tyler Bate,04/21/2022,World Wrestling Entertainment,Best Two Out Of Three Falls Tag Team,WWE NXT UK #193 ,
8112,Kenny Williams vs. Sam Gradwell,04/21/2022,World Wrestling Entertainment,Back Alley Brawl,WWE NXT UK #193 ,
8113,Jey Uso vs. Riddle,04/22/2022,World Wrestling Entertainment,Singles,WWE Friday Night SmackDown #1183 ,***3/4
8114,Ridge Holland vs. Xavier Woods,04/22/2022,World Wrestling Entertainment,Singles,WWE Friday Night SmackDown #1184 ,
8115,Drew McIntyre vs. Sami Zayn,04/22/2022,World Wrestling Entertainment,Steel Cage,WWE Friday Night SmackDown #1184 ,
8116,Drew McIntyre vs. Sami Zayn,04/22/2022,World Wrestling Entertainment,Lumberjack,WWE Friday Night SmackDown #1183 ,
8117,Butch vs. Xavier Woods,04/22/2022,World Wrestling Entertainment,Singles,WWE Friday Night SmackDown #1183 ,
8118,"Cody Rhodes, Ezekiel, Randy Orton & Riddle vs. Jey Uso, Jimmy Uso, Kevin Owens & Seth Rollins",04/25/2022,World Wrestling Entertainment,Eight Man Tag Team,WWE Monday Night RAW #1509 ,***3/4
8119,Mustafa Ali vs. The Miz,04/25/2022,World Wrestling Entertainment,Singles,WWE Monday Night RAW #1509 ,
8120,Damian Priest vs. Finn Balor,04/25/2022,World Wrestling Entertainment,Singles,WWE Monday Night RAW #1509 ,
8121,Bianca Belair vs. Sonya Deville,04/25/2022,World Wrestling Entertainment,No Count Out No Disqualification,WWE Monday Night RAW #1509 ,
