Index,Fixture,Date,Promotion,Match type,Event
1461,"BUSHI, Hiromu Takahashi & Shingo Takagi vs. Kazuchika Okada, Ryusuke Taguchi & YOH",01/25/2023,New Japan Pro Wrestling,Six Man Tag Team,NJPW Road To The New Beginning 2023 - Tag 2
1462,Aaron Henare vs. Oskar Leube,01/25/2023,New Japan Pro Wrestling,Singles,NJPW Road To The New Beginning 2023 - Tag 2
1463,DOUKI & Taichi vs. Francesco Akira & Will Ospreay,01/25/2023,New Japan Pro Wrestling,Tag Team,NJPW Road To The New Beginning 2023 - Tag 2
1464,Gedo & KENTA vs. Hiroshi Tanahashi & Toru Yano,01/25/2023,New Japan Pro Wrestling,Tag Team,NJPW Road To The New Beginning 2023 - Tag 2
1465,El Phantasmo & Taiji Ishimori vs. Master Wato & Togi Makabe,01/25/2023,New Japan Pro Wrestling,Tag Team,NJPW Road To The New Beginning 2023 - Tag 2
1466,"Hirooki Goto, Tomohiro Ishii, YOSHI-HASHI & Yuto Nakashima vs. Kosei Fujita, Mikey Nicholls, Shane Haste & Zack Sabre Jr.",01/25/2023,New Japan Pro Wrestling,Eight Man Tag Team,NJPW Road To The New Beginning 2023 - Tag 2
1467,Great-O-Khan & TJP vs. TAKA Michinoku & Yoshinobu Kanemaru,01/25/2023,New Japan Pro Wrestling,Tag Team,NJPW Road To The New Beginning 2023 - Tag 2
1468,SANADA & Tetsuya Naito vs. Shota Umino & Tomoaki Honma,01/25/2023,New Japan Pro Wrestling,Tag Team,NJPW Road To The New Beginning 2023 - Tag 2
1469,"Hirooki Goto, Oskar Leube, Tomohiro Ishii & YOSHI-HASHI vs. Kosei Fujita, Mikey Nicholls, Shane Haste & Zack Sabre Jr.",01/24/2023,New Japan Pro Wrestling,Eight Man Tag Team,NJPW Road To The New Beginning 2023 - Tag 1
1470,Great-O-Khan vs. Ryohei Oiwa,01/24/2023,New Japan Pro Wrestling,Singles,NJPW Road To The New Beginning 2023 - Tag 1
1471,Gedo & Taiji Ishimori vs. Jado & Master Wato,01/24/2023,New Japan Pro Wrestling,Tag Team,NJPW Road To The New Beginning 2023 - Tag 1
1472,Aaron Henare & Francesco Akira vs. DOUKI & TAKA Michinoku,01/24/2023,New Japan Pro Wrestling,Tag Team,NJPW Road To The New Beginning 2023 - Tag 1
1473,El Phantasmo & KENTA vs. Hiroshi Tanahashi & Hiroyoshi Tenzan,01/24/2023,New Japan Pro Wrestling,Tag Team,NJPW Road To The New Beginning 2023 - Tag 1
1474,BUSHI & Hiromu Takahashi vs. Ryusuke Taguchi & YOH,01/24/2023,New Japan Pro Wrestling,Tag Team,NJPW Road To The New Beginning 2023 - Tag 1
1475,Taichi & Yoshinobu Kanemaru vs. TJP & Will Ospreay,01/24/2023,New Japan Pro Wrestling,Tag Team,NJPW Road To The New Beginning 2023 - Tag 1
1476,"Kazuchika Okada, Shota Umino & Toru Yano vs. SANADA, Shingo Takagi & Tetsuya Naito",01/24/2023,New Japan Pro Wrestling,Six Man Tag Team,NJPW Road To The New Beginning 2023 - Tag 1
1477,Great-O-Khan vs. Shingo Takagi,01/22/2023,New Japan Pro Wrestling,Singles,NJPW The New Beginning In Nagoya 2023
1478,"Dick Togo, EVIL, SHO & Yujiro Takahashi vs. El Desperado, Minoru Suzuki, Ren Narita & Tomoaki Honma",01/22/2023,New Japan Pro Wrestling,Eight Man Tag Team,NJPW The New Beginning In Nagoya 2023
1479,Oskar Leube & Yuto Nakashima vs. Togi Makabe & Toru Yano,01/22/2023,New Japan Pro Wrestling,Tag Team,NJPW The New Beginning In Nagoya 2023
1480,"Hirooki Goto, Ryohei Oiwa, Tomohiro Ishii & YOSHI-HASHI vs. Kosei Fujita, Mikey Nicholls, Shane Haste & Zack Sabre Jr.",01/22/2023,New Japan Pro Wrestling,Eight Man Tag Team,NJPW The New Beginning In Nagoya 2023
1481,"Aaron Henare, Francesco Akira & Will Ospreay vs. DOUKI, Taichi & Yoshinobu Kanemaru",01/22/2023,New Japan Pro Wrestling,Six Man Tag Team,NJPW The New Beginning In Nagoya 2023
1482,"El Phantasmo, KENTA & Taiji Ishimori vs. Hiroshi Tanahashi, Jado & Master Wato",01/22/2023,New Japan Pro Wrestling,Six Man Tag Team,NJPW The New Beginning In Nagoya 2023
1483,"BUSHI, Hiromu Takahashi, SANADA & Tetsuya Naito vs. Kazuchika Okada, Ryusuke Taguchi, Shota Umino & YOH",01/22/2023,New Japan Pro Wrestling,Eight Man Tag Team,NJPW The New Beginning In Nagoya 2023
1484,"El Phantasmo, Gedo, KENTA & Naomichi Marufuji vs. Hiroshi Tanahashi, Satoshi Kojima, Takashi Sugiura & Toru Yano",01/21/2023,New Japan Pro Wrestling,Eight Man Tag Team,NJPW Wrestle Kingdom 17 In Yokohama Arena
1485,El Desperado vs. YO-HEY,01/21/2023,New Japan Pro Wrestling,Singles,NJPW Wrestle Kingdom 17 In Yokohama Arena
1486,"Alejandro, AMAKUSA & Junta Miyawaki vs. Master Wato, Ryusuke Taguchi & Tiger Mask",01/21/2023,New Japan Pro Wrestling,Six Man Tag Team,NJPW Wrestle Kingdom 17 In Yokohama Arena
1487,Kaito Kiyomiya & Yoshiki Inamura vs. Kazuchika Okada & Togi Makabe,01/21/2023,New Japan Pro Wrestling,Tag Team,NJPW Wrestle Kingdom 17 In Yokohama Arena
1488,Daiki Inaba & Masa Kitamiya vs. Oskar Leube & Tomohiro Ishii,01/21/2023,New Japan Pro Wrestling,Tag Team,NJPW Wrestle Kingdom 17 In Yokohama Arena
1489,Katsuhiko Nakajima vs. Shingo Takagi,01/21/2023,New Japan Pro Wrestling,Singles,NJPW Wrestle Kingdom 17 In Yokohama Arena
1490,BUSHI vs. Tadasuke,01/21/2023,New Japan Pro Wrestling,Singles,NJPW Wrestle Kingdom 17 In Yokohama Arena
1491,Hajime Ohara vs. Hiromu Takahashi,01/21/2023,New Japan Pro Wrestling,Singles,NJPW Wrestle Kingdom 17 In Yokohama Arena
1492,Manabu Soya vs. SANADA,01/21/2023,New Japan Pro Wrestling,Singles,NJPW Wrestle Kingdom 17 In Yokohama Arena
1493,Kenoh vs. Tetsuya Naito,01/21/2023,New Japan Pro Wrestling,Singles,NJPW Wrestle Kingdom 17 In Yokohama Arena
1494,Aaron Henare & Jeff Cobb vs. Kazuchika Okada & Kenny Omega,01/05/2023,New Japan Pro Wrestling,Tag Team,NJPW New Year Dash !! 2023
1495,Great-O-Khan vs. Shingo Takagi vs. SHO vs. Toru Yano,01/05/2023,New Japan Pro Wrestling,Four Way,NJPW New Year Dash !! 2023
1496,"DOUKI, Taichi & Yoshinobu Kanemaru vs. Francesco Akira, TJP & Will Ospreay",01/05/2023,New Japan Pro Wrestling,Six Man Tag Team,NJPW New Year Dash !! 2023
1497,"Dick Togo, EVIL & Yujiro Takahashi vs. Ren Narita, Tiger Mask & Tomoaki Honma",01/05/2023,New Japan Pro Wrestling,Six Man Tag Team,NJPW New Year Dash !! 2023
1498,"BUSHI, Hiromu Takahashi, SANADA & Tetsuya Naito vs. Ryusuke Taguchi, Shota Umino, Togi Makabe & YOH",01/05/2023,New Japan Pro Wrestling,Eight Man Tag Team,NJPW New Year Dash !! 2023
1499,"Hirooki Goto, Tomohiro Ishii & YOSHI-HASHI vs. Mikey Nicholls, Shane Haste & Zack Sabre Jr.",01/05/2023,New Japan Pro Wrestling,Six Man Tag Team,NJPW New Year Dash !! 2023
1500,"El Phantasmo, Jay White, KENTA & Taiji Ishimori vs. Hikuleo, Hiroshi Tanahashi, Master Wato & Tama Tonga",01/05/2023,New Japan Pro Wrestling,Eight Man Tag Team,NJPW New Year Dash !! 2023
1501,Francesco Akira & TJP vs. Lio Rush & YOH,01/04/2023,New Japan Pro Wrestling,Tag Team,NJPW Wrestle Kingdom 17 In Tokyo Dome
1502,KAIRI vs. Tam Nakano,01/04/2023,New Japan Pro Wrestling,Singles,NJPW Wrestle Kingdom 17 In Tokyo Dome
1503,Cash Wheeler & Dax Harwood vs. Hirooki Goto & YOSHI-HASHI,01/04/2023,New Japan Pro Wrestling,Tag Team,NJPW Wrestle Kingdom 17 In Tokyo Dome
1504,Ren Narita vs. Zack Sabre Jr.,01/04/2023,New Japan Pro Wrestling,Singles,NJPW Wrestle Kingdom 17 In Tokyo Dome
1505,Karl Anderson vs. Tama Tonga,01/04/2023,New Japan Pro Wrestling,Singles,NJPW Wrestle Kingdom 17 In Tokyo Dome
1506,"BUSHI, SANADA & Tetsuya Naito vs. Hiroshi Tanahashi, Keiji Muto & Shota Umino",01/04/2023,New Japan Pro Wrestling,Six Man Tag Team,NJPW Wrestle Kingdom 17 In Tokyo Dome
1507,El Desperado vs. Hiromu Takahashi vs. Master Wato vs. Taiji Ishimori,01/04/2023,New Japan Pro Wrestling,Four Way,NJPW Wrestle Kingdom 17 In Tokyo Dome
1508,Kenny Omega vs. Will Ospreay,01/04/2023,New Japan Pro Wrestling,Singles,NJPW Wrestle Kingdom 17 In Tokyo Dome
1509,Jay White vs. Kazuchika Okada,01/04/2023,New Japan Pro Wrestling,Singles,NJPW Wrestle Kingdom 17 In Tokyo Dome
1510,"Minoru Suzuki, Tatsumi Fujinami & Tiger Mask vs. Satoshi Kojima, Togi Makabe & Yuji Nagata",01/04/2023,New Japan Pro Wrestling,Six Man Tag Team,NJPW Wrestle Kingdom 17 In Tokyo Dome
1511,Aaron Henare vs. DOUKI vs. El Phantasmo vs. EVIL vs. Great-O-Khan vs. Hikuleo vs. Jeff Cobb vs. KENTA vs. Mikey Nicholls vs. Rocky Romero vs. Ryusuke Taguchi vs. Shane Haste vs. Shingo Takagi vs. SHO vs. Taichi vs. Tomohiro Ishii vs. Toru Yano vs. Yoshinobu Kanemaru vs. Yujiro Takahashi,01/04/2023,New Japan Pro Wrestling,Rumble,NJPW Wrestle Kingdom 17 In Tokyo Dome
1512,"BUSHI, SANADA & Tetsuya Naito vs. Hiroshi Tanahashi, Ryusuke Taguchi & Shota Umino",12/23/2022,New Japan Pro Wrestling,Six Man Tag Team,NJPW Road To Tokyo Dome 2022 - Tag 2
1513,Jado & Yuto Nakashima vs. SHO & Yujiro Takahashi,12/23/2022,New Japan Pro Wrestling,Tag Team,NJPW Road To Tokyo Dome 2022 - Tag 2
1514,Kosei Fujita & Ryohei Oiwa vs. Tomohiro Ishii & Toru Yano,12/23/2022,New Japan Pro Wrestling,Tag Team,NJPW Road To Tokyo Dome 2022 - Tag 2
1515,"Aaron Henare, Francesco Akira, Great-O-Khan & Jeff Cobb vs. Ren Narita, Tiger Mask, Togi Makabe & Tomoaki Honma",12/23/2022,New Japan Pro Wrestling,Eight Man Tag Team,NJPW Road To Tokyo Dome 2022 - Tag 2
1516,Hirooki Goto & YOSHI-HASHI vs. Hiroyoshi Tenzan & Satoshi Kojima,12/23/2022,New Japan Pro Wrestling,Tag Team,NJPW Road To Tokyo Dome 2022 - Tag 2
1517,Dick Togo & EVIL vs. Hiromu Takahashi & Shingo Takagi,12/23/2022,New Japan Pro Wrestling,Tag Team,NJPW Road To Tokyo Dome 2022 - Tag 2
1518,"DOUKI, Taichi, Yoshinobu Kanemaru & Zack Sabre Jr. vs. El Desperado, Lance Archer, Minoru Suzuki & TAKA Michinoku",12/23/2022,New Japan Pro Wrestling,Eight Man Tag Team,NJPW Road To Tokyo Dome 2022 - Tag 2
1519,"El Phantasmo, Gedo & Taiji Ishimori vs. Kazuchika Okada, Master Wato & YOH",12/23/2022,New Japan Pro Wrestling,Six Man Tag Team,NJPW Road To Tokyo Dome 2022 - Tag 2
1520,Jado & Ren Narita vs. Taichi & Zack Sabre Jr.,12/22/2022,New Japan Pro Wrestling,Tag Team,NJPW Road To Tokyo Dome 2022 - Tag 1
1521,BUSHI & Hiromu Takahashi vs. El Desperado & Yoshinobu Kanemaru vs. Gedo & Taiji Ishimori vs. Master Wato & Ryusuke Taguchi,12/22/2022,New Japan Pro Wrestling,Four Way Tag Team,NJPW Road To Tokyo Dome 2022 - Tag 1
1522,"SANADA, Shingo Takagi & Tetsuya Naito vs. Satoshi Kojima, Shota Umino & Togi Makabe",12/22/2022,New Japan Pro Wrestling,Six Man Tag Team,NJPW Road To Tokyo Dome 2022 - Tag 1
1523,"DOUKI, Lance Archer & Minoru Suzuki vs. Hiroshi Tanahashi, Kazuchika Okada & YOH",12/22/2022,New Japan Pro Wrestling,Six Man Tag Team,NJPW Road To Tokyo Dome 2022 - Tag 1
1524,Francesco Akira vs. Kosei Fujita,12/22/2022,New Japan Pro Wrestling,Singles,NJPW Road To Tokyo Dome 2022 - Tag 1
1525,Aaron Henare vs. Yuto Nakashima,12/22/2022,New Japan Pro Wrestling,Singles,NJPW Road To Tokyo Dome 2022 - Tag 1
1526,Great-O-Khan vs. Ryohei Oiwa,12/22/2022,New Japan Pro Wrestling,Singles,NJPW Road To Tokyo Dome 2022 - Tag 1
1527,Jeff Cobb vs. Tomoaki Honma,12/22/2022,New Japan Pro Wrestling,Singles,NJPW Road To Tokyo Dome 2022 - Tag 1
1528,Hirooki Goto & YOSHI-HASHI vs. Kyle Fletcher & Mark Davis,12/14/2022,New Japan Pro Wrestling,Tag Team,NJPW World Tag League 2022 & Super Junior Tag League 2022 - Tag 17
1529,Ace Austin & Chris Bey vs. Lio Rush & YOH,12/14/2022,New Japan Pro Wrestling,Tag Team,NJPW World Tag League 2022 & Super Junior Tag League 2022 - Tag 17
1530,Hikuleo vs. Karl Anderson,12/14/2022,New Japan Pro Wrestling,Singles,NJPW World Tag League 2022 & Super Junior Tag League 2022 - Tag 17
1531,"Gedo, Jay White & Taiji Ishimori vs. Kazuchika Okada, Master Wato & Tama Tonga",12/14/2022,New Japan Pro Wrestling,Six Man Tag Team,NJPW World Tag League 2022 & Super Junior Tag League 2022 - Tag 17
1532,Alex Zayne & El Lindaman vs. Kosei Fujita & Ryohei Oiwa,12/14/2022,New Japan Pro Wrestling,Tag Team,NJPW World Tag League 2022 & Super Junior Tag League 2022 - Tag 17
1533,Kevin Knight & KUSHIDA vs. Mikey Nicholls & Shane Haste,12/14/2022,New Japan Pro Wrestling,Tag Team,NJPW World Tag League 2022 & Super Junior Tag League 2022 - Tag 17
1534,"Aaron Henare, Francesco Akira, Great-O-Khan & TJP vs. Alex Coughlin, Gabriel Kidd, Robbie Eagles & Tiger Mask",12/14/2022,New Japan Pro Wrestling,Eight Man Tag Team,NJPW World Tag League 2022 & Super Junior Tag League 2022 - Tag 17
1535,"BUSHI, SANADA, Tetsuya Naito & Titan vs. Clark Connors, Hiroshi Tanahashi, Ryusuke Taguchi & Toru Yano",12/14/2022,New Japan Pro Wrestling,Eight Man Tag Team,NJPW World Tag League 2022 & Super Junior Tag League 2022 - Tag 17
1536,Che Cabrera vs. Mascara Dorada,12/11/2022,New Japan Pro Wrestling,Singles,NJPW STRONG #124 - Nemesis 2023 - Tag 2
1537,"Bobby Fish, Danny Limelight & Tom Lawlor vs. David Finlay, Eddie Kingston & Homicide",12/11/2022,New Japan Pro Wrestling,Six Man Tag Team,NJPW STRONG #124 - Nemesis 2023 - Tag 2
1538,Bad Dude Tito vs. Jeff Cobb,12/11/2022,New Japan Pro Wrestling,Singles,NJPW STRONG #124 - Nemesis 2023 - Tag 2
1539,"Ace Austin, Gedo & Taiji Ishimori vs. DOUKI, El Desperado & Yoshinobu Kanemaru",12/11/2022,New Japan Pro Wrestling,Six Man Tag Team,NJPW World Tag League 2022 & Super Junior Tag League 2022 - Tag 16
1540,Kyle Fletcher & Mark Davis vs. Oskar Leube & Ryohei Oiwa,12/11/2022,New Japan Pro Wrestling,Tag Team,NJPW World Tag League 2022 & Super Junior Tag League 2022 - Tag 16
1541,"BUSHI, Hiromu Takahashi, Shingo Takagi & Titan vs. Clark Connors, Master Wato, Ryusuke Taguchi & Tomoaki Honma",12/11/2022,New Japan Pro Wrestling,Eight Man Tag Team,NJPW World Tag League 2022 & Super Junior Tag League 2022 - Tag 16
1542,Alex Coughlin & Gabriel Kidd vs. Lance Archer & Minoru Suzuki,12/11/2022,New Japan Pro Wrestling,Tag Team,NJPW World Tag League 2022 & Super Junior Tag League 2022 - Tag 16
1543,Aaron Henare & Great-O-Khan vs. Hiroshi Tanahashi & Toru Yano,12/11/2022,New Japan Pro Wrestling,Tag Team,NJPW World Tag League 2022 & Super Junior Tag League 2022 - Tag 16
1544,EVIL & Yujiro Takahashi vs. SANADA & Tetsuya Naito,12/11/2022,New Japan Pro Wrestling,Tag Team,NJPW World Tag League 2022 & Super Junior Tag League 2022 - Tag 16
1545,Hirooki Goto & YOSHI-HASHI vs. Mikey Nicholls & Shane Haste,12/11/2022,New Japan Pro Wrestling,Tag Team,NJPW World Tag League 2022 & Super Junior Tag League 2022 - Tag 16
1546,Alan Angels & Hikuleo vs. El Phantasmo & Jay White,12/11/2022,New Japan Pro Wrestling,Tag Team,NJPW STRONG #123 - Nemesis 2023 - Tag 1
1547,Adrian Quest vs. BATEMAN vs. Blake Christian vs. Che Cabrera vs. Christopher Daniels vs. Cody Chhun vs. Guillermo Rosas vs. Jakob Austin Young vs. JR Kratos vs. Keita vs. KENTA vs. Mascara Dorada vs. Misterioso vs. Rocky Romero vs. The DKC vs. Wheeler Yuta,12/11/2022,New Japan Pro Wrestling,STRONG Survivor,NJPW STRONG #123 - Nemesis 2023 - Tag 1
1548,Alex Shelley & Chris Sabin vs. Rocky Romero & Trent Beretta,12/11/2022,New Japan Pro Wrestling,Tag Team,NJPW STRONG #125 - Nemesis 2023 - Tag 3
1549,Cody Chhun & Guillermo Rosas vs. Jorel Nelson & Royce Isaacs,12/11/2022,New Japan Pro Wrestling,Tag Team,NJPW STRONG #125 - Nemesis 2023 - Tag 3
1550,KENTA vs. QT Marshall,12/11/2022,New Japan Pro Wrestling,Singles,NJPW STRONG #125 - Nemesis 2023 - Tag 3
1551,Blake Christian vs. Keita,12/11/2022,New Japan Pro Wrestling,Singles,NJPW STRONG #126 - Nemesis 2023 - Tag 4
1552,Misterioso vs. Mistico,12/11/2022,New Japan Pro Wrestling,Singles,NJPW STRONG #126 - Nemesis 2023 - Tag 4
1553,Fred Rosser vs. Peter Avalon,12/11/2022,New Japan Pro Wrestling,Singles,NJPW STRONG #126 - Nemesis 2023 - Tag 4
1554,Kosei Fujita & Ryohei Oiwa vs. Oskar Leube & Yuto Nakashima,12/10/2022,New Japan Pro Wrestling,Tag Team,NJPW World Tag League 2022 & Super Junior Tag League 2022 - Tag 15
1555,"El Desperado, Lance Archer & Minoru Suzuki vs. Master Wato, Tomoaki Honma & YOSHI-HASHI",12/10/2022,New Japan Pro Wrestling,Six Man Tag Team,NJPW World Tag League 2022 & Super Junior Tag League 2022 - Tag 15
1556,"Bad Luck Fale, Gedo & Taiji Ishimori vs. Hiromu Takahashi, Shingo Takagi & Tetsuya Naito",12/10/2022,New Japan Pro Wrestling,Six Man Tag Team,NJPW World Tag League 2022 & Super Junior Tag League 2022 - Tag 15
1557,Kevin Knight & KUSHIDA vs. Robbie Eagles & Tiger Mask,12/10/2022,New Japan Pro Wrestling,Tag Team,NJPW World Tag League 2022 & Super Junior Tag League 2022 - Tag 15
1558,Clark Connors & Ryusuke Taguchi vs. Dick Togo & SHO,12/10/2022,New Japan Pro Wrestling,Tag Team,NJPW World Tag League 2022 & Super Junior Tag League 2022 - Tag 15
1559,Alex Zayne & El Lindaman vs. DOUKI & Yoshinobu Kanemaru,12/10/2022,New Japan Pro Wrestling,Tag Team,NJPW World Tag League 2022 & Super Junior Tag League 2022 - Tag 15
1560,BUSHI & Titan vs. Lio Rush & YOH,12/10/2022,New Japan Pro Wrestling,Tag Team,NJPW World Tag League 2022 & Super Junior Tag League 2022 - Tag 15
1561,Ace Austin & Chris Bey vs. Francesco Akira & TJP,12/10/2022,New Japan Pro Wrestling,Tag Team,NJPW World Tag League 2022 & Super Junior Tag League 2022 - Tag 15
1562,"DOUKI, El Desperado & Yoshinobu Kanemaru vs. Hiromu Takahashi, Shingo Takagi & Titan",12/09/2022,New Japan Pro Wrestling,Six Man Tag Team,NJPW World Tag League 2022 & Super Junior Tag League 2022 - Tag 14
1563,Aaron Henare & Great-O-Khan vs. Oskar Leube & Ryohei Oiwa,12/09/2022,New Japan Pro Wrestling,Tag Team,NJPW World Tag League 2022 & Super Junior Tag League 2022 - Tag 14
1564,"Ace Austin, Chris Bey, Gedo & Taiji Ishimori vs. Kevin Knight, KUSHIDA, Master Wato & Tomoaki Honma",12/09/2022,New Japan Pro Wrestling,Eight Man Tag Team,NJPW World Tag League 2022 & Super Junior Tag League 2022 - Tag 14
1565,Alex Coughlin & Gabriel Kidd vs. Hirooki Goto & YOSHI-HASHI,12/09/2022,New Japan Pro Wrestling,Tag Team,NJPW World Tag League 2022 & Super Junior Tag League 2022 - Tag 14
1566,EVIL & Yujiro Takahashi vs. Hiroshi Tanahashi & Toru Yano,12/09/2022,New Japan Pro Wrestling,Tag Team,NJPW World Tag League 2022 & Super Junior Tag League 2022 - Tag 14
1567,Kyle Fletcher & Mark Davis vs. Mikey Nicholls & Shane Haste,12/09/2022,New Japan Pro Wrestling,Tag Team,NJPW World Tag League 2022 & Super Junior Tag League 2022 - Tag 14
1568,Lance Archer & Minoru Suzuki vs. SANADA & Tetsuya Naito,12/09/2022,New Japan Pro Wrestling,Tag Team,NJPW World Tag League 2022 & Super Junior Tag League 2022 - Tag 14
1569,"Bad Luck Fale, Gedo & Taiji Ishimori vs. El Desperado, Lance Archer & Minoru Suzuki",12/07/2022,New Japan Pro Wrestling,Six Man Tag Team,NJPW World Tag League 2022 & Super Junior Tag League 2022 - Tag 13
1570,"Hiromu Takahashi, SANADA, Shingo Takagi & Tetsuya Naito vs. Hiroshi Tanahashi, Master Wato, Tomoaki Honma & Toru Yano",12/07/2022,New Japan Pro Wrestling,Eight Man Tag Team,NJPW World Tag League 2022 & Super Junior Tag League 2022 - Tag 13
1571,Kosei Fujita & Oskar Leube vs. Ryohei Oiwa & Yuto Nakashima,12/07/2022,New Japan Pro Wrestling,Tag Team,NJPW World Tag League 2022 & Super Junior Tag League 2022 - Tag 13
1572,Francesco Akira & TJP vs. Kevin Knight & KUSHIDA,12/07/2022,New Japan Pro Wrestling,Tag Team,NJPW World Tag League 2022 & Super Junior Tag League 2022 - Tag 13
1573,Clark Connors & Ryusuke Taguchi vs. Lio Rush & YOH,12/07/2022,New Japan Pro Wrestling,Tag Team,NJPW World Tag League 2022 & Super Junior Tag League 2022 - Tag 13
1574,Dick Togo & SHO vs. DOUKI & Yoshinobu Kanemaru,12/07/2022,New Japan Pro Wrestling,Tag Team,NJPW World Tag League 2022 & Super Junior Tag League 2022 - Tag 13
1575,BUSHI & Titan vs. Robbie Eagles & Tiger Mask,12/07/2022,New Japan Pro Wrestling,Tag Team,NJPW World Tag League 2022 & Super Junior Tag League 2022 - Tag 13
1576,Ace Austin & Chris Bey vs. Alex Zayne & El Lindaman,12/07/2022,New Japan Pro Wrestling,Tag Team,NJPW World Tag League 2022 & Super Junior Tag League 2022 - Tag 13
1577,Ryohei Oiwa & Tomoaki Honma vs. SANADA & Tetsuya Naito,12/05/2022,New Japan Pro Wrestling,Tag Team,NJPW World Tag League 2022 & Super Junior Tag League 2022 - Tag 12
1578,"DOUKI, El Desperado & Yoshinobu Kanemaru vs. Kosei Fujita, Master Wato & Ryusuke Taguchi",12/05/2022,New Japan Pro Wrestling,Six Man Tag Team,NJPW World Tag League 2022 & Super Junior Tag League 2022 - Tag 12
1579,"Ace Austin, Chris Bey, Gedo & Taiji Ishimori vs. BUSHI, Hiromu Takahashi, Shingo Takagi & Titan",12/05/2022,New Japan Pro Wrestling,Eight Man Tag Team,NJPW World Tag League 2022 & Super Junior Tag League 2022 - Tag 12
1580,Aaron Henare & Great-O-Khan vs. Kyle Fletcher & Mark Davis,12/05/2022,New Japan Pro Wrestling,Tag Team,NJPW World Tag League 2022 & Super Junior Tag League 2022 - Tag 12
1581,Alex Coughlin & Gabriel Kidd vs. EVIL & Yujiro Takahashi,12/05/2022,New Japan Pro Wrestling,Tag Team,NJPW World Tag League 2022 & Super Junior Tag League 2022 - Tag 12
1582,Hirooki Goto & YOSHI-HASHI vs. Lance Archer & Minoru Suzuki,12/05/2022,New Japan Pro Wrestling,Tag Team,NJPW World Tag League 2022 & Super Junior Tag League 2022 - Tag 12
1583,Hiroshi Tanahashi & Toru Yano vs. Mikey Nicholls & Shane Haste,12/05/2022,New Japan Pro Wrestling,Tag Team,NJPW World Tag League 2022 & Super Junior Tag League 2022 - Tag 12
1584,Kosei Fujita & Yuto Nakashima vs. Oskar Leube & Ryohei Oiwa,12/04/2022,New Japan Pro Wrestling,Tag Team,NJPW World Tag League 2022 & Super Junior Tag League 2022 - Tag 11
1585,"Bad Luck Fale, Gedo & Taiji Ishimori vs. Master Wato, Tomoaki Honma & YOSHI-HASHI",12/04/2022,New Japan Pro Wrestling,Six Man Tag Team,NJPW World Tag League 2022 & Super Junior Tag League 2022 - Tag 11
1586,"El Desperado, Lance Archer & Minoru Suzuki vs. Hiromu Takahashi, Shingo Takagi & Tetsuya Naito",12/04/2022,New Japan Pro Wrestling,Six Man Tag Team,NJPW World Tag League 2022 & Super Junior Tag League 2022 - Tag 11
1587,Ace Austin & Chris Bey vs. Kevin Knight & KUSHIDA,12/04/2022,New Japan Pro Wrestling,Tag Team,NJPW World Tag League 2022 & Super Junior Tag League 2022 - Tag 11
1588,Clark Connors & Ryusuke Taguchi vs. Robbie Eagles & Tiger Mask,12/04/2022,New Japan Pro Wrestling,Tag Team,NJPW World Tag League 2022 & Super Junior Tag League 2022 - Tag 11
1589,BUSHI & Titan vs. Dick Togo & SHO,12/04/2022,New Japan Pro Wrestling,Tag Team,NJPW World Tag League 2022 & Super Junior Tag League 2022 - Tag 11
1590,Alex Zayne & El Lindaman vs. Lio Rush & YOH,12/04/2022,New Japan Pro Wrestling,Tag Team,NJPW World Tag League 2022 & Super Junior Tag League 2022 - Tag 11
1591,DOUKI & Yoshinobu Kanemaru vs. Francesco Akira & TJP,12/04/2022,New Japan Pro Wrestling,Tag Team,NJPW World Tag League 2022 & Super Junior Tag League 2022 - Tag 11
1592,DOUKI & Yoshinobu Kanemaru vs. Francesco Akira & TJP,12/04/2022,New Japan Pro Wrestling,Tag Team,NJPW World Tag League 2022 & Super Junior Tag League 2022 - Tag 11
