Index,Fixture,Date,Promotion,Match type,Event
2409,Emi Sakura vs. Yuka Sakazaki,02/22/2021,All Elite Wrestling,Singles,AEW Women's World Championship Eliminator Tournament: United States & Japan Brackets
2410,Aja Kong vs. Ryo Mizunami,02/22/2021,All Elite Wrestling,Singles,AEW Women's World Championship Eliminator Tournament: United States & Japan Brackets
2411,Dr. Britt Baker DMD vs. Madi Wrenkowski,02/22/2021,All Elite Wrestling,Singles,AEW Women's World Championship Eliminator Tournament: United States & Japan Brackets
2412,Aaron Solow & Lee Johnson vs. Chris Peaks & Louie Valle,02/18/2021,All Elite Wrestling,Tag Team,AEW Dark #77
2413,Diamante & Ivelisse vs. KiLynn King & Red Velvet,02/18/2021,All Elite Wrestling,Tag Team,AEW Dark #77
2414,Darius Martin & Daunte Martin vs. Fuego Del Sol & Jon Cruz,02/18/2021,All Elite Wrestling,Tag Team,AEW Dark #77
2415,"Colt Cabana, Evil Uno & Five vs. John Skyler, Levy Shapiro & Ryzin",02/18/2021,All Elite Wrestling,Six Man Tag Team,AEW Dark #77
2416,JJ Garrett vs. Max Caster,02/18/2021,All Elite Wrestling,Singles,AEW Dark #77
2417,Christopher Daniels & Frankie Kazarian vs. Matt Sydal & Mike Sydal,02/18/2021,All Elite Wrestling,Tag Team,AEW Dark #77
2418,Brian Cage & Ricky Starks vs. Brian Pillman Jr. & Griff Garrison,02/18/2021,All Elite Wrestling,Tag Team,AEW Dynamite #73
2419,JD Drake vs. Stu Grayson,02/18/2021,All Elite Wrestling,Singles,AEW Dark #77
2420,Adam Page vs. Isiah Kassidy,02/18/2021,All Elite Wrestling,Singles,AEW Dynamite #73
2421,Dr. Britt Baker DMD vs. Nyla Rose,02/18/2021,All Elite Wrestling,Singles,AEW Dynamite #73
2422,Lance Archer vs. Rey Fenix,02/18/2021,All Elite Wrestling,Singles,AEW Dynamite #73
2423,Lee Johnson vs. Serpentico,02/17/2021,All Elite Wrestling,Singles,AEW Dark #76
2424,Alex Reynolds & John Silver vs. Chris Peaks & Louie Valle,02/17/2021,All Elite Wrestling,Tag Team,AEW Dark #76
2425,Aaron Solow vs. Ryan Nemeth,02/17/2021,All Elite Wrestling,Singles,AEW Dark #76
2426,Diamante & Ivelisse vs. Miranda Alize & Renee Michelle,02/17/2021,All Elite Wrestling,Tag Team,AEW Dark #76
2427,Baron Black & Ryzin vs. Cezar Bononi & Peter Avalon,02/17/2021,All Elite Wrestling,Tag Team,AEW Dark #76
2428,KiLynn King vs. Tesha Price,02/17/2021,All Elite Wrestling,Singles,AEW Dark #76
2429,Adam Page & Matt Hardy vs. Angelico & Jack Evans,02/17/2021,All Elite Wrestling,Tag Team,AEW Dynamite #72
2430,Cash Wheeler & Dax Harwood vs. Matt Sydal & Mike Sydal,02/17/2021,All Elite Wrestling,Tag Team,AEW Dynamite #72
2431,Eddie Kingston vs. JD Drake,02/17/2021,All Elite Wrestling,Singles,AEW Dark #76
2432,Angelico & Jack Evans vs. Christopher Daniels & Frankie Kazarian vs. Matt Sydal & Mike Sydal,02/17/2021,All Elite Wrestling,Three Way Tag Team,AEW Dark #76
2433,Riho vs. Serena Deeb,02/17/2021,All Elite Wrestling,Singles,AEW Dynamite #72
2434,"Eddie Kingston, The Blade & The Butcher vs. Jon Moxley, Lance Archer & Rey Fenix",02/17/2021,All Elite Wrestling,Six Man Tag Team,AEW Dynamite #72
2435,Matt Jackson & Nick Jackson vs. Ortiz & Santana,02/17/2021,All Elite Wrestling,Tag Team,AEW Dynamite #72
2436,Emi Sakura vs. VENY,02/15/2021,All Elite Wrestling,Singles,AEW Women's World Championship Eliminator Tournament: Japan Bracket - First Round
2437,Mei Suruga vs. Yuka Sakazaki,02/15/2021,All Elite Wrestling,Singles,AEW Women's World Championship Eliminator Tournament: Japan Bracket - First Round
2438,Aja Kong vs. Rin Kadokura,02/15/2021,All Elite Wrestling,Singles,AEW Women's World Championship Eliminator Tournament: Japan Bracket - First Round
2439,Maki Itoh vs. Ryo Mizunami,02/15/2021,All Elite Wrestling,Singles,AEW Women's World Championship Eliminator Tournament: Japan Bracket - First Round
2440,Bear Boulder & Bear Bronson vs. Luther & Serpentico,02/04/2021,All Elite Wrestling,Tag Team,AEW Dark #75
2441,Aaron Solow vs. Eddie Kingston,02/04/2021,All Elite Wrestling,Singles,AEW Dark #75
2442,Brandon Cutler vs. Misterioso,02/04/2021,All Elite Wrestling,Singles,AEW Dark #75
2443,Anthony Bowens & Max Caster vs. Chris Jericho & MJF,02/04/2021,All Elite Wrestling,Tag Team,AEW Dynamite #71
2444,Cezar Bononi & Peter Avalon vs. Cody Rhodes & Lee Johnson,02/04/2021,All Elite Wrestling,Tag Team,AEW Dynamite #71
2445,Leyla Hirsch vs. Thunder Rosa,02/04/2021,All Elite Wrestling,Singles,AEW Dynamite #71
2446,Darby Allin vs. Joey Janela,02/04/2021,All Elite Wrestling,Singles,AEW Dynamite #71
2447,Jon Moxley & Lance Archer vs. Kenny Omega & KENTA,02/04/2021,All Elite Wrestling,Falls Count Anywhere Tag Team,AEW Dynamite #71
2448,Aaron Solow & Lee Johnson vs. Christopher Daniels & Frankie Kazarian,02/03/2021,All Elite Wrestling,Tag Team,AEW Dark #74
2449,Baron Black vs. Ten,02/03/2021,All Elite Wrestling,Singles,AEW Dark #74
2450,Diamante vs. Red Velvet,02/03/2021,All Elite Wrestling,Singles,AEW Dark #74
2451,Jack Evans vs. Joey Janela,02/03/2021,All Elite Wrestling,Singles,AEW Dark #74
2452,Eddie Kingston vs. Lance Archer,02/03/2021,All Elite Wrestling,Lumberjack,AEW Dynamite #70 - Beach Break 2021
2453,Alex Reynolds & John Silver vs. Anthony Bowens & Max Caster vs. Chris Jericho & MJF vs. Darius Martin & Daunte Martin vs. Evil Uno & Stu Grayson vs. Isiah Kassidy & Marq Quen vs. Jake Hager & Sammy Guevara vs. Jungle Boy & Luchasaurus vs. Matt Jackson & Nick Jackson vs. Ortiz & Santana,02/03/2021,All Elite Wrestling,Battle Royal,AEW Dynamite #70 - Beach Break 2021
2454,"Jon Moxley, PAC & Rey Fenix vs. Karl Anderson, Kenny Omega & Luke Gallows",02/03/2021,All Elite Wrestling,Six Man Tag Team,AEW Dynamite #70 - Beach Break 2021
2455,Dr. Britt Baker DMD vs. Thunder Rosa,02/03/2021,All Elite Wrestling,Singles,AEW Dynamite #70 - Beach Break 2021
2456,Aaron Solow & Lee Johnson vs. Jungle Boy & Luchasaurus,01/26/2021,All Elite Wrestling,Tag Team,AEW Dark #72
2457,Christopher Daniels & Frankie Kazarian vs. Terrell Hughes & Terrence Hughes,01/26/2021,All Elite Wrestling,Tag Team,AEW Dark #72
2458,Baron Black vs. Rey Fenix,01/26/2021,All Elite Wrestling,Singles,AEW Dark #72
2459,"Aaron Solow, Baron Black, Mike Verna & Shawn Dean vs. Bear Boulder, Bear Bronson, Joey Janela & Sonny Kiss",01/21/2021,All Elite Wrestling,Eight Man Tag Team,AEW Dark #73
2460,Christopher Daniels & Frankie Kazarian vs. Luther & Serpentico,01/21/2021,All Elite Wrestling,Tag Team,AEW Dark #73
2461,KC Navarro vs. Rey Fenix,01/21/2021,All Elite Wrestling,Singles,AEW Dark #73
2462,Diamante & Ivelisse vs. Jazmin Allure & Vertvixen,01/21/2021,All Elite Wrestling,Tag Team,AEW Dark #73
2463,Eddie Kingston vs. Lance Archer,01/21/2021,All Elite Wrestling,Singles,AEW Dynamite #69
2464,Brian Pillman Jr. & Griff Garrison vs. Chris Jericho & MJF,01/21/2021,All Elite Wrestling,Tag Team,AEW Dynamite #69
2465,Adam Page vs. Ryan Nemeth,01/21/2021,All Elite Wrestling,Singles,AEW Dynamite #69
2466,Dr. Britt Baker DMD vs. Shanna,01/21/2021,All Elite Wrestling,Singles,AEW Dynamite #69
2467,Dax Harwood vs. Jungle Boy,01/21/2021,All Elite Wrestling,Singles,AEW Dynamite #69
2468,"Alex Reynolds, Evil Uno, John Silver & Stu Grayson vs. Karl Anderson, Luke Gallows, Matt Jackson & Nick Jackson",01/21/2021,All Elite Wrestling,Eight Man Tag Team,AEW Dynamite #69
2469,"Adam Page, Alex Reynolds, Colt Cabana & John Silver vs. Angelico, Jack Evans, Luther & Serpentico",01/20/2021,All Elite Wrestling,Eight Man Tag Team,AEW Dynamite #68
2470,Chris Jericho & MJF vs. Jake Hager & Sammy Guevara vs. Ortiz & Santana,01/20/2021,All Elite Wrestling,Three Way Tag Team,AEW Dynamite #68
2471,Leyla Hirsch vs. Penelope Ford,01/20/2021,All Elite Wrestling,Singles,AEW Dynamite #68
2472,Cody Rhodes vs. Peter Avalon,01/20/2021,All Elite Wrestling,Singles,AEW Dynamite #68
2473,"Darius Martin, Daunte Martin & Matt Sydal vs. Isiah Kassidy, Marq Quen & Matt Hardy",01/20/2021,All Elite Wrestling,Six Man Tag Team,AEW Dynamite #68
2474,Nick Comoroto vs. Scorpio Sky,01/19/2021,All Elite Wrestling,Singles,AEW Dark #71
2475,Brandon Cutler vs. Luchasaurus,01/19/2021,All Elite Wrestling,Singles,AEW Dark #71
2476,El Australiano vs. Sammy Guevara,01/19/2021,All Elite Wrestling,Singles,AEW Dark #71
2477,Baron Black & Mike Verna vs. The Blade & The Butcher,01/19/2021,All Elite Wrestling,Tag Team,AEW Dark #71
2478,Aaron Solow & Lee Johnson vs. Isiah Kassidy & Marq Quen,01/19/2021,All Elite Wrestling,Tag Team,AEW Dark #71
2479,Luther & Serpentico vs. Penta El Zero Miedo & Rey Fenix,01/19/2021,All Elite Wrestling,Tag Team,AEW Dark #71
2480,Cash Wheeler & Dax Harwood vs. Jungle Boy & Marko Stunt,01/07/2021,All Elite Wrestling,Tag Team,AEW Dynamite #67 - New Year's Smash 2021 - Tag 2
2481,Eddie Kingston vs. PAC,01/07/2021,All Elite Wrestling,Singles,AEW Dynamite #67 - New Year's Smash 2021 - Tag 2
2482,"Brian Pillman Jr., Danny Limelight & Griff Garrison vs. Karl Anderson, Kenny Omega & Luke Gallows",01/07/2021,All Elite Wrestling,Six Man Tag Team,AEW Dynamite #67 - New Year's Smash 2021 - Tag 2
2483,Serena Deeb vs. Tay Conti,01/07/2021,All Elite Wrestling,Singles,AEW Dynamite #67 - New Year's Smash 2021 - Tag 2
2484,Brian Cage vs. Darby Allin,01/07/2021,All Elite Wrestling,Singles,AEW Dynamite #67 - New Year's Smash 2021 - Tag 2
2485,Fuego Del Sol & Ryzin vs. Jungle Boy & Luchasaurus,01/06/2021,All Elite Wrestling,Tag Team,AEW Dark #70
2486,Aaron Solow & Lee Johnson vs. Brian Pillman Jr. & Griff Garrison,01/06/2021,All Elite Wrestling,Tag Team,AEW Dark #70
2487,Baron Black & Nick Comoroto vs. Bear Boulder & Bear Bronson,01/06/2021,All Elite Wrestling,Tag Team,AEW Dark #70
2488,Darius Martin & Daunte Martin vs. Luther & Serpentico,01/06/2021,All Elite Wrestling,Tag Team,AEW Dark #70
2489,Abadon vs. Hikaru Shida,01/06/2021,All Elite Wrestling,Singles,AEW Dynamite #66 - New Year's Smash 2021 - Tag 1
2490,Jake Hager vs. Wardlow,01/06/2021,All Elite Wrestling,Singles,AEW Dynamite #66 - New Year's Smash 2021 - Tag 1
2491,Cody Rhodes vs. Matt Sydal,01/06/2021,All Elite Wrestling,Singles,AEW Dynamite #66 - New Year's Smash 2021 - Tag 1
2492,Alex Reynolds & John Silver vs. El Australiano & KC Navarro,01/06/2021,All Elite Wrestling,Tag Team,AEW Dark #70
2493,Kenny Omega vs. Rey Fenix,01/06/2021,All Elite Wrestling,Singles,AEW Dynamite #66 - New Year's Smash 2021 - Tag 1
2494,"Angelico, Anthony Bowens, Jack Evans & Max Caster vs. Christopher Daniels, Frankie Kazarian, Matt Jackson & Nick Jackson",01/06/2021,All Elite Wrestling,Eight Man Tag Team,AEW Dynamite #66 - New Year's Smash 2021 - Tag 1
2495,Aaron Solow vs. Rey Fenix,01/05/2021,All Elite Wrestling,Singles,AEW Dark #69
2496,Jungle Boy vs. Nick Comoroto,01/05/2021,All Elite Wrestling,Singles,AEW Dark #69
2497,Ashley Vox vs. Thunder Rosa,01/05/2021,All Elite Wrestling,Singles,AEW Dark #69
2498,Anthony Bowens & Max Caster vs. Lee Johnson & Shawn Dean,12/30/2020,All Elite Wrestling,Tag Team,AEW Dark #69
2499,Danny Limelight vs. Fuego Del Sol,12/30/2020,All Elite Wrestling,Singles,AEW Dark #69
2500,"Austin Gunn, Billy & Colten Gunn vs. Bear Boulder, Bear Bronson & Mike Verna",12/30/2020,All Elite Wrestling,Six Man Tag Team,AEW Dark #69
2501,Baron Black vs. Matt Sydal,12/30/2020,All Elite Wrestling,Singles,AEW Dark #69
2502,Angelico vs. Darius Martin vs. Frankie Kazarian vs. Griff Garrison,12/30/2020,All Elite Wrestling,Four Way,AEW Dark #69
2503,Michael Nakazawa vs. Sammy Guevara,12/30/2020,All Elite Wrestling,Singles,AEW Dark #69
2504,Five vs. Serpentico,12/30/2020,All Elite Wrestling,Singles,AEW Dark #69
2505,"Colt Cabana, Matt Jackson & Nick Jackson vs. Isiah Kassidy, Marq Quen & Matt Hardy",12/30/2020,All Elite Wrestling,Six Man Tag Team,AEW Dynamite #65 - A Celebration Of Mr. Brodie Lee's Life
2506,"Eddie Kingston, The Blade & The Butcher vs. Evil Uno, Lance Archer & Stu Grayson",12/30/2020,All Elite Wrestling,Six Man Tag Team,AEW Dynamite #65 - A Celebration Of Mr. Brodie Lee's Life
2507,"Adam Page, Alex Reynolds & John Silver vs. MJF, Ortiz & Santana",12/30/2020,All Elite Wrestling,Six Man Tag Team,AEW Dynamite #65 - A Celebration Of Mr. Brodie Lee's Life
2508,Anna Jay & Tay Conti vs. Dr. Britt Baker DMD & Penelope Ford,12/30/2020,All Elite Wrestling,Tag Team,AEW Dynamite #65 - A Celebration Of Mr. Brodie Lee's Life
2509,"Brian Cage, Powerhouse Hobbs & Ricky Starks vs. Cody Rhodes, Orange Cassidy & Ten",12/30/2020,All Elite Wrestling,Six Man Tag Team,AEW Dynamite #65 - A Celebration Of Mr. Brodie Lee's Life
2510,Ortiz & Santana vs. Terrell Hughes & Terrence Hughes,12/29/2020,All Elite Wrestling,Tag Team,AEW Dark #68
2511,Aaron Solow vs. Sammy Guevara,12/29/2020,All Elite Wrestling,Singles,AEW Dark #68
2512,Danny Limelight vs. Matt Sydal,12/29/2020,All Elite Wrestling,Singles,AEW Dark #68
2513,Angelico & Jack Evans vs. Christopher Daniels & Frankie Kazarian,12/29/2020,All Elite Wrestling,Tag Team,AEW Dark #68
2514,Ariel Levy & El Cuervo De Puerto Rico vs. Luther & Serpentico,12/29/2020,All Elite Wrestling,Tag Team,AEW Dark #68
2515,Mike Verna vs. Peter Avalon,12/22/2020,All Elite Wrestling,Singles,AEW Dark #67
2516,Matt Sydal vs. Serpentico,12/22/2020,All Elite Wrestling,Singles,AEW Dark #67
2517,Austin Gunn & Colten Gunn vs. Terrell Hughes & Terrence Hughes,12/22/2020,All Elite Wrestling,Tag Team,AEW Dark #67
2518,Bear Boulder & Bear Bronson vs. Jungle Boy & Luchasaurus,12/22/2020,All Elite Wrestling,Tag Team,AEW Dark #67
2519,Lee Johnson vs. Stu Grayson,12/22/2020,All Elite Wrestling,Singles,AEW Dark #67
2520,Danny Limelight vs. Rey Fenix,12/22/2020,All Elite Wrestling,Singles,AEW Dark #67
2521,"Colt Cabana, Five & Ten vs. Jungle Boy, Luchasaurus & Marko Stunt",12/17/2020,All Elite Wrestling,Six Man Tag Team,AEW Dynamite #64 - Holiday Bash 2020
2522,PAC vs. The Butcher,12/17/2020,All Elite Wrestling,Singles,AEW Dynamite #64 - Holiday Bash 2020
2523,Dustin Rhodes vs. Evil Uno,12/17/2020,All Elite Wrestling,Singles,AEW Dynamite #64 - Holiday Bash 2020
2524,Anthony Bowens & Max Caster vs. Matt Jackson & Nick Jackson,12/17/2020,All Elite Wrestling,Tag Team,AEW Dynamite #64 - Holiday Bash 2020
2525,Chris Jericho & MJF vs. Darius Martin & Daunte Martin,12/17/2020,All Elite Wrestling,Tag Team,AEW Dynamite #64 - Holiday Bash 2020
2526,Joey Janela vs. Kenny Omega,12/16/2020,All Elite Wrestling,No Disqualification,AEW Dynamite #63
2527,"Adam Page, Alex Reynolds & John Silver vs. Isiah Kassidy, Marq Quen & Matt Hardy",12/16/2020,All Elite Wrestling,Six Man Tag Team,AEW Dynamite #63
2528,"Brian Pillman Jr., Chuck Taylor, Darius Martin, Daunte Martin, Griff Garrison & Trent vs. Chris Jericho, Jake Hager, MJF, Ortiz, Sammy Guevara & Santana",12/16/2020,All Elite Wrestling,12 Man Tag Team,AEW Dynamite #63
2529,Angelico vs. Cody Rhodes,12/16/2020,All Elite Wrestling,Singles,AEW Dynamite #63
2530,Anthony Bowens & Max Caster vs. Christopher Daniels & Frankie Kazarian,12/16/2020,All Elite Wrestling,Tag Team,AEW Dynamite #63
2531,Big Swole & Serena Deeb vs. Diamante & Ivelisse,12/16/2020,All Elite Wrestling,Tag Team,AEW Dynamite #63
2532,Fuego Del Sol & Shawn Dean vs. Jungle Boy & Luchasaurus,12/15/2020,All Elite Wrestling,Tag Team,AEW Dark #66
2533,Danny Limelight vs. Matt Sydal,12/15/2020,All Elite Wrestling,Singles,AEW Dark #66
2534,Chuck Taylor & Trent vs. Luther & Serpentico,12/15/2020,All Elite Wrestling,Tag Team,AEW Dark #66
2535,Bear Boulder & Bear Bronson vs. Evil Uno & Stu Grayson,12/15/2020,All Elite Wrestling,Tag Team,AEW Dark #66
2536,Alex Reynolds & Colt Cabana vs. Brian Pillman Jr. & Griff Garrison,12/08/2020,All Elite Wrestling,Tag Team,AEW Dark #65
2537,Big Swole vs. Lindsay Snow,12/08/2020,All Elite Wrestling,Singles,AEW Dark #65
2538,Anthony Bowens & Max Caster vs. Jon Cruz & Michael Nakazawa,12/08/2020,All Elite Wrestling,Tag Team,AEW Dark #65
2539,Anthony Bowens & Max Caster vs. Louie Valle & Mike Magnum,12/03/2020,All Elite Wrestling,Tag Team,AEW Dark #66
2540,Brian Pillman Jr. & Griff Garrison vs. Cash Wheeler & Dax Harwood,12/03/2020,All Elite Wrestling,Tag Team,AEW Dynamite #62
2541,"Eddie Kingston, The Blade & The Butcher vs. Lance Archer, Penta El Zero Miedo & Rey Fenix",12/03/2020,All Elite Wrestling,Six Man Tag Team,AEW Dynamite #62
2542,MJF vs. Orange Cassidy,12/03/2020,All Elite Wrestling,Singles,AEW Dynamite #62
2543,Angelico & Jack Evans vs. Matt Jackson & Nick Jackson,12/03/2020,All Elite Wrestling,Tag Team,AEW Dynamite #62
2544,"Austin Gunn, Billy & Colten Gunn vs. Ryzin, Sean Maluta & Shawn Dean",12/02/2020,All Elite Wrestling,Six Man Tag Team,AEW Dark #65
2545,Adam Page vs. Alex Reynolds vs. Isiah Kassidy vs. Joey Janela vs. John Silver vs. Jungle Boy vs. Kip Sabian vs. Lee Johnson vs. Luther vs. Marq Quen vs. Matt Hardy vs. Matt Sydal vs. Miro vs. MJF vs. Orange Cassidy vs. Sammy Guevara vs. Scorpio Sky vs. Serpentico vs. Shawn Spears vs. Wardlow,12/02/2020,All Elite Wrestling,Battle Royal,AEW Dynamite #61 - Winter Is Coming 2020
2546,Chris Jericho vs. Frankie Kazarian,12/02/2020,All Elite Wrestling,Singles,AEW Dynamite #61 - Winter Is Coming 2020
2547,Dr. Britt Baker DMD vs. Leyla Hirsch,12/02/2020,All Elite Wrestling,Singles,AEW Dynamite #61 - Winter Is Coming 2020
2548,Cody Rhodes & Darby Allin vs. Powerhouse Hobbs & Ricky Starks,12/02/2020,All Elite Wrestling,Tag Team,AEW Dynamite #61 - Winter Is Coming 2020
2549,Jon Moxley vs. Kenny Omega,12/02/2020,All Elite Wrestling,Singles,AEW Dynamite #61 - Winter Is Coming 2020
2550,Aaron Solow vs. Matt Sydal,12/01/2020,All Elite Wrestling,Singles,AEW Dark #64
2551,Baron Black & Fuego Del Sol vs. Evil Uno & Stu Grayson,12/01/2020,All Elite Wrestling,Tag Team,AEW Dark #64
2552,Five & Ten vs. Joey Janela & Sonny Kiss vs. Jungle Boy & Luchasaurus,12/01/2020,All Elite Wrestling,Three Way Tag Team,AEW Dark #64
2553,Brandon Cutler vs. Danny Limelight,12/01/2020,All Elite Wrestling,Singles,AEW Dark #64
2554,Adam Priest & Sean Maluta vs. Chuck Taylor & Trent,12/01/2020,All Elite Wrestling,Tag Team,AEW Dark #64
2555,Aaron Solow & Lee Johnson vs. Alex Reynolds & John Silver,11/24/2020,All Elite Wrestling,Tag Team,AEW Dark #63
2556,Michael Nakazawa vs. Trent,11/24/2020,All Elite Wrestling,Singles,AEW Dark #63
2557,Angelico & Jack Evans vs. Brian Pillman Jr. & Griff Garrison,11/24/2020,All Elite Wrestling,Tag Team,AEW Dark #63
2558,Five vs. Matt Sydal,11/24/2020,All Elite Wrestling,Singles,AEW Dark #63
2559,Evil Uno & Stu Grayson vs. Joey Janela & Sonny Kiss vs. Luther & Serpentico,11/24/2020,All Elite Wrestling,Three Way Tag Team,AEW Dark #63
2560,Baron Black & VSK vs. Isiah Kassidy & Marq Quen,11/24/2020,All Elite Wrestling,Tag Team,AEW Dark #63
2561,Jungle Boy & Luchasaurus vs. Super Panda & Ultimo Panda,11/24/2020,All Elite Wrestling,Tag Team,AEW Dark #63
2562,Angelico & Jack Evans vs. Darius Martin & Daunte Martin,11/19/2020,All Elite Wrestling,Tag Team,AEW Dynamite #60 - Thanksgiving Eve 2020
2563,Chris Jericho & Jake Hager vs. Christopher Daniels & Frankie Kazarian,11/19/2020,All Elite Wrestling,Tag Team,AEW Dynamite #60 - Thanksgiving Eve 2020
2564,PAC & Rey Fenix vs. The Blade & The Butcher,11/19/2020,All Elite Wrestling,Tag Team,AEW Dynamite #60 - Thanksgiving Eve 2020
2565,Anna Jay vs. Hikaru Shida,11/19/2020,All Elite Wrestling,Singles,AEW Dynamite #60 - Thanksgiving Eve 2020
2566,Adam Page vs. John Silver,11/19/2020,All Elite Wrestling,Singles,AEW Dynamite #60 - Thanksgiving Eve 2020
2567,Adam Priest vs. Brandon Cutler,11/18/2020,All Elite Wrestling,Singles,AEW Dark #63
2568,Darius Martin & Daunte Martin vs. Matt Jackson & Nick Jackson,11/18/2020,All Elite Wrestling,Tag Team,AEW Dynamite #59
2569,PAC vs. The Blade,11/18/2020,All Elite Wrestling,Singles,AEW Dynamite #59
2570,Serena Deeb vs. Thunder Rosa,11/18/2020,All Elite Wrestling,Singles,AEW Dynamite #59
2571,Brian Cage & Ricky Starks vs. Cody Rhodes & Darby Allin,11/18/2020,All Elite Wrestling,Tag Team,AEW Dynamite #59
2572,Kip Sabian vs. Orange Cassidy,11/18/2020,All Elite Wrestling,Singles,AEW Dynamite #59
2573,Christopher Daniels vs. Jack Evans,11/17/2020,All Elite Wrestling,Singles,AEW Dark #62
2574,Brian Cage vs. Matt Sydal,11/11/2020,All Elite Wrestling,Singles,AEW Dynamite #58
2575,Dustin Rhodes & QT Marshall vs. The Blade & The Butcher,11/11/2020,All Elite Wrestling,Bunkhouse Tag Team,AEW Dynamite #58
2576,Scorpio Sky vs. Shawn Spears,11/11/2020,All Elite Wrestling,Singles,AEW Dynamite #58
2577,Red Velvet vs. Tay Conti,11/11/2020,All Elite Wrestling,Singles,AEW Dynamite #58
2578,Penta El Zero Miedo vs. Rey Fenix,11/11/2020,All Elite Wrestling,Singles,AEW Dynamite #58
2579,Five vs. Fuego Del Sol,11/10/2020,All Elite Wrestling,Singles,AEW Dark #61
2580,Joey Janela & Sonny Kiss vs. Jungle Boy & Luchasaurus,11/10/2020,All Elite Wrestling,Tag Team,AEW Dark #61
2581,Ashton Starr & David Ali vs. Penta El Zero Miedo & Rey Fenix,11/10/2020,All Elite Wrestling,Tag Team,AEW Dark #61
2582,Luther & Serpentico vs. Terrell Hughes & Terrence Hughes,11/10/2020,All Elite Wrestling,Tag Team,AEW Dark #61
2583,Dani Jordyn vs. Leva Bates,11/10/2020,All Elite Wrestling,Singles,AEW Dark #61
2584,Matt Hardy vs. Sammy Guevara,11/07/2020,All Elite Wrestling,Elite Deletion,AEW Full Gear 2020
2585,Cash Wheeler & Dax Harwood vs. Matt Jackson & Nick Jackson,11/07/2020,All Elite Wrestling,Tag Team,AEW Full Gear 2020
2586,Adam Page vs. Kenny Omega,11/07/2020,All Elite Wrestling,Singles,AEW Full Gear 2020
2587,Allysin Kay vs. Serena Deeb,11/07/2020,All Elite Wrestling,Singles,AEW Full Gear 2020 - The Buy In
2588,Eddie Kingston vs. Jon Moxley,11/07/2020,All Elite Wrestling,I Quit,AEW Full Gear 2020
2589,Chris Jericho vs. MJF,11/07/2020,All Elite Wrestling,Singles,AEW Full Gear 2020
2590,Cody Rhodes vs. Darby Allin,11/07/2020,All Elite Wrestling,Singles,AEW Full Gear 2020
2591,John Silver vs. Orange Cassidy,11/07/2020,All Elite Wrestling,Singles,AEW Full Gear 2020
2592,Hikaru Shida vs. Nyla Rose,11/07/2020,All Elite Wrestling,Singles,AEW Full Gear 2020
2593,Christopher Daniels vs. Matt Sydal,11/04/2020,All Elite Wrestling,Singles,AEW Dark #60
2594,MJF & Wardlow vs. Ortiz & Sammy Guevara,11/04/2020,All Elite Wrestling,Tag Team,AEW Dynamite #57
2595,Miro vs. Trent,11/04/2020,All Elite Wrestling,Singles,AEW Dynamite #57
2596,"Austin Gunn, Billy & Cody vs. Colt Cabana, John Silver & Ten",11/04/2020,All Elite Wrestling,Six Man Tag Team,AEW Dynamite #57
2597,Chuck Taylor vs. Lee Johnson,11/04/2020,All Elite Wrestling,Singles,AEW Dark #60
2598,Isiah Kassidy & Marq Quen vs. Matt Jackson & Nick Jackson,11/04/2020,All Elite Wrestling,Tag Team,AEW Dynamite #57
2599,Lee Johnson vs. Sammy Guevara,11/03/2020,All Elite Wrestling,Singles,AEW Dark #59
2600,Aaron Solow & Angel Fashion vs. Anthony Bowens & Max Caster,11/03/2020,All Elite Wrestling,Tag Team,AEW Dark #59
2601,Dante Martin & Darius Martin vs. Evil Uno & Stu Grayson,10/27/2020,All Elite Wrestling,Tag Team,AEW Dark #58
2602,Lee Johnson vs. Matt Sydal,10/27/2020,All Elite Wrestling,Singles,AEW Dark #58
2603,"Danny Limelight, Steve Gibki & Tony Vincita vs. Jungle Boy, Luchasaurus & Marko Stunt",10/27/2020,All Elite Wrestling,Six Man Tag Team,AEW Dark #58
2604,Angelico & Jack Evans vs. Christopher Daniels & Frankie Kazarian,10/27/2020,All Elite Wrestling,Tag Team,AEW Dark #58
2605,Anthony Bowens & Max Caster vs. Chuck Taylor & Trent,10/27/2020,All Elite Wrestling,Tag Team,AEW Dark #58
2606,Brandon Cutler vs. Peter Avalon,10/27/2020,All Elite Wrestling,No Disqualification No Count Out,AEW Dark #58
2607,Hikaru Shida vs. Leyla Hirsch,10/27/2020,All Elite Wrestling,Singles,AEW Dark #58
2608,Brandi Rhodes & Red Velvet vs. Elayna Black & Leyla Hirsch,10/22/2020,All Elite Wrestling,Tag Team,AEW Dark #59
2609,Eddie Kingston vs. Matt Sydal,10/22/2020,All Elite Wrestling,Singles,AEW Dynamite #56
2610,Cody vs. Orange Cassidy,10/22/2020,All Elite Wrestling,Lumberjack,AEW Dynamite #56
2611,Leyla Hirsch vs. Serena Deeb,10/22/2020,All Elite Wrestling,Singles,AEW Dynamite #56
2612,Adam Page vs. Wardlow,10/22/2020,All Elite Wrestling,Singles,AEW Dynamite #56
2613,Kenny Omega vs. Penta El Zero Miedo,10/22/2020,All Elite Wrestling,Singles,AEW Dynamite #56
2614,Darius Martin & Daunte Martin vs. Evil Uno & Stu Grayson,10/21/2020,All Elite Wrestling,Tag Team,AEW Dark #58
