Index,Fixture,Date,Promotion,Match type,Event
823,Kris Statlander vs. Taya Valkyrie,06/21/2023,All Elite Wrestling,Singles,AEW Dynamite #194
824,Anna Jay AS vs. Skye Blue,06/21/2023,All Elite Wrestling,Singles,AEW Rampage #98
825,"Action Andretti, AR Fox & Darius Martin vs. Chris Jericho, Minoru Suzuki & Sammy Guevara",06/21/2023,All Elite Wrestling,Six Man Tag Team,AEW Dynamite #194
826,Daniel Garcia & Zack Sabre Jr. vs. Katsuyori Shibata & Orange Cassidy,06/21/2023,All Elite Wrestling,Tag Team,AEW Dynamite #194
827,"Chuck Taylor, Rocky Romero, Trent Beretta & YOH vs. Jeff Cobb, Kyle Fletcher, Swerve Strickland & Will Ospreay",06/21/2023,All Elite Wrestling,Eight Man Tag Team,AEW Rampage #98
828,DOUKI vs. Jack Perry,06/21/2023,All Elite Wrestling,Singles,AEW Rampage #98
829,Luchasaurus vs. Wardlow,06/17/2023,All Elite Wrestling,Singles,AEW Collision #1
830,Ruby Soho & Toni Storm vs. Skye Blue & Willow Nightingale,06/17/2023,All Elite Wrestling,Tag Team,AEW Collision #1
831,Andrade El Idolo vs. Buddy Matthews,06/17/2023,All Elite Wrestling,Singles,AEW Collision #1
832,"Cash Wheeler, CM Punk & Dax Harwood vs. Jay White, Juice Robinson & Samoa Joe",06/17/2023,All Elite Wrestling,Six Man Tag Team,AEW Collision #1
833,"Aubrey Edwards, Mark Briscoe & Papa Briscoe vs. Jay Lethal, Jeff Jarrett & Karen Jarrett",06/14/2023,All Elite Wrestling,Mixed Six Man Tag Team,AEW Rampage #97
834,"Bishop Kaun, Brian Cage, Swerve Strickland & Toa Liona vs. Darby Allin, Keith Lee, Orange Cassidy & Sting",06/14/2023,All Elite Wrestling,Eight Man Tag Team,AEW Dynamite #193
835,Jake Hager vs. Wardlow,06/14/2023,All Elite Wrestling,Singles,AEW Dynamite #193
836,Skye Blue vs. Toni Storm,06/14/2023,All Elite Wrestling,Singles,AEW Dynamite #193
837,Adam Cole vs. MJF,06/14/2023,All Elite Wrestling,Singles,AEW Dynamite #193
838,"Adam Page, Matt Jackson & Nick Jackson vs. Claudio Castagnoli, Jon Moxley & Wheeler Yuta",06/14/2023,All Elite Wrestling,Six Man Tag Team,AEW Dynamite #193
839,Bandido vs. Konosuke Takeshita,06/14/2023,All Elite Wrestling,Singles,AEW Rampage #97
840,"Chuck Taylor, Rocky Romero & Trent Beretta vs. Jeff Cobb, Kyle Fletcher & Will Ospreay",06/14/2023,All Elite Wrestling,Six Man Tag Team,AEW Rampage #97
841,Anna Jay AS vs. Kris Statlander,06/07/2023,All Elite Wrestling,Singles,AEW Dynamite #192
842,"Bandido, Penta El Zero Miedo & Rey Fenix vs. Big Bill, Ethan Page & Lee Moriarty",06/07/2023,All Elite Wrestling,Six Man Tag Team,AEW Rampage #96
843,"Angelico, Luther & Serpentico vs. Anthony Bowens, Billy Gunn & Max Caster",06/07/2023,All Elite Wrestling,Six Man Tag Team,AEW Rampage #96
844,Dr. Britt Baker DMD vs. Mercedes Martinez vs. Nyla Rose vs. Skye Blue,06/07/2023,All Elite Wrestling,Four Way,AEW Rampage #96
845,Dralistico & Preston Vance vs. Hook & Jack Perry,06/07/2023,All Elite Wrestling,Texas Tornado Tag Team,AEW Dynamite #192
846,Orange Cassidy vs. Swerve Strickland,06/07/2023,All Elite Wrestling,Singles,AEW Dynamite #192
847,"Chuck Taylor, Rocky Romero & Trent Beretta vs. Claudio Castagnoli, Jon Moxley & Wheeler Yuta",06/07/2023,All Elite Wrestling,Six Man Tag Team,AEW Dynamite #192
848,Jay White vs. Ricky Starks,06/07/2023,All Elite Wrestling,Singles,AEW Dynamite #192
849,Kris Statlander vs. Nyla Rose,05/31/2023,All Elite Wrestling,Singles,AEW Dynamite #191
850,Emi Sakura vs. Willow Nightingale,05/31/2023,All Elite Wrestling,Singles,AEW Rampage #95 - Championship Friday
851,Katsuyori Shibata vs. Lee Moriarty,05/31/2023,All Elite Wrestling,Singles,AEW Rampage #95 - Championship Friday
852,"Bandido, Penta El Zero Miedo & Rey Fenix vs. Claudio Castagnoli, Jon Moxley & Wheeler Yuta",05/31/2023,All Elite Wrestling,Six Man Tag Team,AEW Dynamite #191
853,Bishop Kaun & Toa Liona vs. Darby Allin & Orange Cassidy,05/31/2023,All Elite Wrestling,Tag Team,AEW Dynamite #191
854,Big Bill vs. Swerve Strickland vs. Trent Beretta,05/31/2023,All Elite Wrestling,Three Way,AEW Dynamite #191
855,Adam Cole & Dr. Britt Baker DMD vs. Chris Jericho & Saraya,05/31/2023,All Elite Wrestling,Mixed Tag Team,AEW Dynamite #191
856,Dralistico vs. El Hijo del Vikingo vs. Komander,05/31/2023,All Elite Wrestling,Three Way,AEW Rampage #95 - Championship Friday
857,Action Andretti vs. Zack Sabre Jr.,05/31/2023,All Elite Wrestling,Singles,AEW Rampage #95 - Championship Friday
858,"Austin Gunn, Colten Gunn & Ethan Page vs. Hook, Jeff Hardy & Matt Hardy",05/28/2023,All Elite Wrestling,Six Man Tag Team,AEW Double Or Nothing 2023 - The Buy In
859,Adam Cole vs. Chris Jericho,05/28/2023,All Elite Wrestling,Unsanctioned,AEW Double Or Nothing 2023
860,Ari Daivari vs. Bandido vs. Big Bill vs. Brian Cage vs. Chuck Taylor vs. Dustin Rhodes vs. Jay White vs. Juice Robinson vs. Keith Lee vs. Kip Sabian vs. Komander vs. Lee Moriarty vs. Orange Cassidy vs. Penta El Zero Miedo vs. Rey Fenix vs. Ricky Starks vs. Swerve Strickland vs. The Blade vs. The Butcher vs. Tony Nese vs. Trent Beretta,05/28/2023,All Elite Wrestling,Blackjack Battle Royale,AEW Double Or Nothing 2023
861,Cash Wheeler & Dax Harwood vs. Jay Lethal & Jeff Jarrett,05/28/2023,All Elite Wrestling,Tag Team,AEW Double Or Nothing 2023
862,Christian Cage vs. Wardlow,05/28/2023,All Elite Wrestling,Ladder,AEW Double Or Nothing 2023
863,"Adam Page, Kenny Omega, Matt Jackson & Nick Jackson vs. Bryan Danielson, Claudio Castagnoli, Jon Moxley & Wheeler Yuta",05/28/2023,All Elite Wrestling,Anarchy In The Arena,AEW Double Or Nothing 2023
864,Darby Allin vs. Jack Perry vs. MJF vs. Sammy Guevara,05/28/2023,All Elite Wrestling,Four Way,AEW Double Or Nothing 2023
865,Jade Cargill vs. Taya Valkyrie,05/28/2023,All Elite Wrestling,Singles,AEW Double Or Nothing 2023
866,"Anthony Bowens, Billy Gunn & Max Caster vs. Brody King, Buddy Matthews & Malakai Black",05/28/2023,All Elite Wrestling,Open House,AEW Double Or Nothing 2023
867,"AR Fox, Blake Christian & Metalik vs. Brody King, Buddy Matthews & Malakai Black",05/24/2023,All Elite Wrestling,Open House,AEW Dynamite #190
868,Lady Frost vs. Taya Valkyrie,05/24/2023,All Elite Wrestling,Singles,AEW Dynamite #190
869,Daniel Garcia vs. Roderick Strong,05/24/2023,All Elite Wrestling,Singles,AEW Dynamite #190
870,Big Bill & Lee Moriarty vs. Chuck Taylor & Trent Beretta,05/24/2023,All Elite Wrestling,Tag Team,AEW Rampage #94
871,Dr. Britt Baker DMD & Hikaru Shida vs. Marina Shafir & Nyla Rose,05/24/2023,All Elite Wrestling,Tag Team,AEW Rampage #94
872,"Anthony Bowens, Billy Gunn & Max Caster vs. Dralistico, Preston Vance & Rush",05/24/2023,All Elite Wrestling,Six Man Tag Team,AEW Rampage #94
873,Kyle Fletcher vs. Orange Cassidy,05/24/2023,All Elite Wrestling,Singles,AEW Dynamite #190
874,Claudio Castagnoli & Wheeler Yuta vs. Penta El Zero Miedo & Rey Fenix,05/24/2023,All Elite Wrestling,Tag Team,AEW Dynamite #190
875,Big Bill & Lee Moriarty vs. Darby Allin & Orange Cassidy,05/17/2023,All Elite Wrestling,Tag Team,AEW Dynamite #189
876,Dr. Britt Baker DMD & Hikaru Shida vs. Ruby Soho & Toni Storm,05/17/2023,All Elite Wrestling,Tag Team,AEW Dynamite #189
877,"Anthony Bowens, Billy Gunn & Max Caster vs. Ari Daivari, Josh Woods & Tony Nese",05/17/2023,All Elite Wrestling,Six Man Tag Team,AEW Rampage #93
878,Bishop Kaun vs. Dustin Rhodes,05/17/2023,All Elite Wrestling,Singles,AEW Rampage #93
879,Jack Perry vs. Rush,05/17/2023,All Elite Wrestling,Singles,AEW Dynamite #189
880,Chris Jericho vs. Roderick Strong,05/17/2023,All Elite Wrestling,Falls Count Anywhere,AEW Dynamite #189
881,Jay White vs. Ricky Starks,05/17/2023,All Elite Wrestling,Singles,AEW Dynamite #189
882,"Bandido, Chuck Taylor & Trent Beretta vs. Claudio Castagnoli, Jon Moxley & Wheeler Yuta",05/17/2023,All Elite Wrestling,Six Man Tag Team,AEW Rampage #93
883,Anna Jay AS vs. Julia Hart,05/10/2023,All Elite Wrestling,No Holds Barred,AEW Dynamite #188
884,"Bandido, Chuck Taylor & Trent Beretta vs. Brody King, Buddy Matthews & Malakai Black",05/10/2023,All Elite Wrestling,Six Man Tag Team,AEW Dynamite #188
885,"Anthony Bowens, Billy Gunn & Max Caster vs. Kip Sabian, The Blade & The Butcher",05/10/2023,All Elite Wrestling,Six Man Tag Team,AEW Rampage #92
886,Action Andretti vs. Kyle Fletcher,05/10/2023,All Elite Wrestling,Singles,AEW Rampage #92
887,Alex Reynolds & John Silver vs. Brian Cage & Swerve Strickland,05/10/2023,All Elite Wrestling,Tag Team,AEW Rampage #92
888,Claudio Castagnoli vs. Rey Fenix,05/10/2023,All Elite Wrestling,Singles,AEW Dynamite #188
889,Daniel Garcia vs. Orange Cassidy,05/10/2023,All Elite Wrestling,Singles,AEW Dynamite #188
890,Jon Moxley vs. Kenny Omega,05/10/2023,All Elite Wrestling,Steel Cage,AEW Dynamite #188
891,Saraya vs. Willow Nightingale,05/03/2023,All Elite Wrestling,Singles,AEW Dynamite #187
892,"Aaron Solo, Powerhouse Hobbs & QT Marshall vs. Alex Reynolds, Evil Uno & John Silver vs. Anthony Bowens, Billy Gunn & Max Caster vs. Ari Daivari, Josh Woods & Tony Nese vs. El Hijo del Vikingo, Penta El Zero Miedo & Rey Fenix vs. Kip Sabian, The Blade & The Butcher",05/03/2023,All Elite Wrestling,Trios Battle Royal,AEW Dynamite #187
893,Juice Robinson vs. Ricky Starks,05/03/2023,All Elite Wrestling,Singles,AEW Dynamite #187
894,"Big Bill, Ethan Page, Lee Moriarty & Stokely Hathaway vs. Hook, Isiah Kassidy, Jeff Hardy & Matt Hardy",05/03/2023,All Elite Wrestling,The Firm Deletion,AEW Rampage #91
895,"Adam Cole, Bandido, Orange Cassidy & Roderick Strong vs. Angelo Parker, Daniel Garcia, Jake Hager & Matt Menard",05/03/2023,All Elite Wrestling,Eight Man Tag Team,AEW Dynamite #187
896,Darby Allin & Jack Perry vs. MJF & Sammy Guevara,05/03/2023,All Elite Wrestling,Tag Team,AEW Dynamite #187
897,"Aaron Solo, Powerhouse Hobbs & QT Marshall vs. El Hijo del Vikingo, Penta El Zero Miedo & Rey Fenix",05/03/2023,All Elite Wrestling,Six Man Tag Team,AEW Rampage #91
898,Mark Briscoe vs. Preston Vance,05/03/2023,All Elite Wrestling,Singles,AEW Rampage #91
899,Jade Cargill vs. Taya Valkyrie,04/26/2023,All Elite Wrestling,Singles,AEW Dynamite #186
900,Kenny Omega & Konosuke Takeshita vs. The Blade & The Butcher,04/26/2023,All Elite Wrestling,Tag Team,AEW Dynamite #186
901,Jay White & Juice Robinson vs. Ricky Starks & Shawn Spears,04/26/2023,All Elite Wrestling,Tag Team,AEW Rampage #90
902,Cash Wheeler vs. Jay Lethal,04/26/2023,All Elite Wrestling,Singles,AEW Rampage #90
903,Anna Jay AS vs. Ashley D'Amboise,04/26/2023,All Elite Wrestling,Singles,AEW Rampage #90
904,Bandido vs. Orange Cassidy,04/26/2023,All Elite Wrestling,Singles,AEW Dynamite #186
905,Dax Harwood vs. Jeff Jarrett,04/26/2023,All Elite Wrestling,Singles,AEW Dynamite #186
906,Darby Allin vs. Sammy Guevara,04/26/2023,All Elite Wrestling,Singles,AEW Dynamite #186
907,Dr. Britt Baker DMD & Jamie Hayter vs. Ruby Soho & Toni Storm,04/19/2023,All Elite Wrestling,Tag Team,AEW Dynamite #185
908,"Angelo Parker, Jake Hager & Matt Menard vs. Anthony Bowens, Billy Gunn & Max Caster",04/19/2023,All Elite Wrestling,Six Man Tag Team,AEW Dynamite #185
909,"Ari Daivari, Josh Woods, Slim J & Tony Nese vs. Cash Wheeler, Dax Harwood, Jay Lethal & Jeff Jarrett",04/19/2023,All Elite Wrestling,Eight Man Tag Team,AEW Rampage #89
910,Christopher Daniels vs. Jon Moxley,04/19/2023,All Elite Wrestling,Singles,AEW Rampage #89
911,Powerhouse Hobbs vs. Wardlow,04/19/2023,All Elite Wrestling,Singles,AEW Dynamite #185
912,Jay White vs. Komander,04/19/2023,All Elite Wrestling,Singles,AEW Dynamite #185
913,Jack Perry vs. Sammy Guevara,04/19/2023,All Elite Wrestling,Singles,AEW Dynamite #185
914,Dralistico vs. El Hijo del Vikingo,04/19/2023,All Elite Wrestling,Singles,AEW Rampage #89
915,Chris Jericho vs. Keith Lee,04/12/2023,All Elite Wrestling,Singles,AEW Dynamite #184
916,Riho & Skye Blue vs. Ruby Soho & Toni Storm,04/12/2023,All Elite Wrestling,Tag Team,AEW Dynamite #184
917,Chuck Taylor & Trent Beretta vs. Kyle Fletcher & Mark Davis,04/12/2023,All Elite Wrestling,Tag Team,AEW Rampage #88
918,Emi Sakura vs. Taya Valkyrie,04/12/2023,All Elite Wrestling,Singles,AEW Rampage #88
919,Jack Perry vs. Shawn Spears,04/12/2023,All Elite Wrestling,Singles,AEW Rampage #88
920,Buddy Matthews vs. Orange Cassidy,04/12/2023,All Elite Wrestling,Singles,AEW Dynamite #184
921,Darby Allin vs. Swerve Strickland,04/12/2023,All Elite Wrestling,Singles,AEW Dynamite #184
922,Billie Starkz vs. Jade Cargill,04/07/2023,All Elite Wrestling,Singles,AEW Battle Of The Belts VI
923,Anna Jay AS vs. Julia Hart,04/07/2023,All Elite Wrestling,Singles,AEW Rampage #87
924,Dralistico vs. Orange Cassidy,04/07/2023,All Elite Wrestling,Singles,AEW Battle Of The Belts VI
925,Ethan Page vs. Hook,04/07/2023,All Elite Wrestling,FTW Rules,AEW Rampage #87
926,Darby Allin vs. Lee Moriarty,04/07/2023,All Elite Wrestling,Singles,AEW Rampage #87
927,Penta El Zero Miedo & Rey Fenix vs. Powerhouse Hobbs & QT Marshall,04/07/2023,All Elite Wrestling,Tag Team,AEW Battle Of The Belts VI
928,"Kip Sabian, The Blade & The Butcher vs. MAO, Shunma Katsumata & Yuki Ueno",04/05/2023,All Elite Wrestling,Six Man Tag Team,AEW Dark: Elevation #110
929,"Brody King, Buddy Matthews & Malakai Black vs. Chuck Taylor, Orange Cassidy & Trent Beretta",04/05/2023,All Elite Wrestling,Six Man Tag Team,AEW Dynamite #183
930,Jamie Hayter vs. Riho,04/05/2023,All Elite Wrestling,Singles,AEW Dynamite #183
931,Komander vs. Sammy Guevara,04/05/2023,All Elite Wrestling,Singles,AEW Dynamite #183
932,Austin Gunn & Colten Gunn vs. Cash Wheeler & Dax Harwood,04/05/2023,All Elite Wrestling,Title Vs. Career Tag Team,AEW Dynamite #183
933,Jack Perry vs. Matt Hardy,03/29/2023,All Elite Wrestling,Singles,AEW Dynamite #182
934,Orange Cassidy vs. The Butcher,03/29/2023,All Elite Wrestling,Singles,AEW Dynamite #182
935,Ruby Soho vs. Willow Nightingale,03/29/2023,All Elite Wrestling,Singles,AEW Dynamite #182
936,Adam Cole vs. Daniel Garcia,03/29/2023,All Elite Wrestling,Singles,AEW Dynamite #182
937,Brody King & Malakai Black vs. Chuck Taylor & Trent Beretta,03/29/2023,All Elite Wrestling,Tag Team,AEW Rampage #86
938,Action Andretti vs. Juice Robinson,03/29/2023,All Elite Wrestling,Singles,AEW Rampage #86
939,Jeff Cobb vs. Kenny Omega,03/29/2023,All Elite Wrestling,Singles,AEW Dynamite #182
940,Konosuke Takeshita vs. Sammy Guevara,03/29/2023,All Elite Wrestling,Singles,AEW Rampage #86
941,AR Fox vs. Peter Avalon,03/24/2023,All Elite Wrestling,Singles,AEW Dark #190
942,Kiera Hogan vs. Toni Storm,03/24/2023,All Elite Wrestling,Singles,AEW Dark #190
943,Serpentico vs. Willie Mack,03/24/2023,All Elite Wrestling,Singles,AEW Dark #190
944,Action Andretti vs. Nick Comoroto,03/24/2023,All Elite Wrestling,Singles,AEW Dark: Elevation #109
945,Kip Sabian vs. Leon Ruffin,03/24/2023,All Elite Wrestling,Singles,AEW Dark: Elevation #109
946,Austin Gunn & Colten Gunn vs. Carlie Bravo & Shawn Dean,03/24/2023,All Elite Wrestling,Tag Team,AEW Dark: Elevation #109
947,Diamante vs. Willow Nightingale,03/24/2023,All Elite Wrestling,Singles,AEW Dark #191
948,Brian Pillman Jr. vs. Matt Taven,03/24/2023,All Elite Wrestling,Singles,AEW Dark #191
949,Angelico vs. Christopher Daniels,03/24/2023,All Elite Wrestling,Singles,AEW Dark #192
950,Boulder & Bronson vs. Jeeves Kay & Sonny Kiss,03/24/2023,All Elite Wrestling,Tag Team,AEW Dark #192
951,Juice Robinson vs. Pat Buck,03/24/2023,All Elite Wrestling,Singles,AEW Dark #192
952,Blake Christian vs. Lee Johnson,03/24/2023,All Elite Wrestling,Singles,AEW Dark #193
953,Alex Reynolds & John Silver vs. Josh Woods & Tony Nese,03/24/2023,All Elite Wrestling,Tag Team,AEW Dark #193
954,"Darby Allin, Orange Cassidy & Sting vs. Kip Sabian, The Blade & The Butcher",03/22/2023,All Elite Wrestling,Six Man Tag Team,AEW Dynamite #181
955,Jon Moxley vs. Stu Grayson,03/22/2023,All Elite Wrestling,Singles,AEW Dynamite #181
956,Austin Gunn & Colten Gunn vs. Dante Martin & Darius Martin,03/22/2023,All Elite Wrestling,Tag Team,AEW Dynamite #181
957,Skye Blue vs. Toni Storm,03/22/2023,All Elite Wrestling,Singles,AEW Dynamite #181
958,Penta El Zero Miedo vs. Powerhouse Hobbs,03/22/2023,All Elite Wrestling,Singles,AEW Rampage #85
959,Brody King vs. Jake Hager,03/22/2023,All Elite Wrestling,Singles,AEW Rampage #85
960,Anthony Bowens & Max Caster vs. Matt Taven & Mike Bennett,03/22/2023,All Elite Wrestling,Tag Team,AEW Rampage #85
961,"Angelico, Luther & Serpentico vs. Ethan Page, Isiah Kassidy & Matt Hardy",03/22/2023,All Elite Wrestling,Six Man Tag Team,AEW Dark: Elevation #108
962,El Hijo del Vikingo vs. Kenny Omega,03/22/2023,All Elite Wrestling,Singles,AEW Dynamite #181
963,Jeff Jarrett vs. Orange Cassidy,03/15/2023,All Elite Wrestling,Singles,AEW Dynamite #180
964,Powerhouse Hobbs vs. Rey Fenix,03/15/2023,All Elite Wrestling,Singles,AEW Rampage #84 - St. Patrick's Day Slam 2023
965,Angelo Parker & Matt Menard vs. Gurv Sihra & Harv Sihra,03/15/2023,All Elite Wrestling,Tag Team,AEW Rampage #84 - St. Patrick's Day Slam 2023
966,Brody King vs. Daniel Garcia,03/15/2023,All Elite Wrestling,Singles,AEW Rampage #84 - St. Patrick's Day Slam 2023
967,"Adam Page, Evil Uno & Stu Grayson vs. Claudio Castagnoli, Jon Moxley & Wheeler Yuta",03/15/2023,All Elite Wrestling,Six Man Tag Team,AEW Dynamite #180
968,"Brody King, Buddy Matthews & Malakai Black vs. Chris Jericho, Daniel Garcia & Sammy Guevara vs. Kenny Omega, Matt Jackson & Nick Jackson",03/15/2023,All Elite Wrestling,Three Way Six Man Tag Team,AEW Dynamite #180
969,Powerhouse Hobbs vs. Wardlow,03/08/2023,All Elite Wrestling,Falls Count Anywhere,AEW Dynamite #179
970,Ruby Soho vs. Skye Blue,03/08/2023,All Elite Wrestling,Singles,AEW Dynamite #179
971,Konosuke Takeshita vs. Preston Vance,03/08/2023,All Elite Wrestling,Singles,AEW Rampage #83
972,Nyla Rose vs. Riho,03/08/2023,All Elite Wrestling,Singles,AEW Rampage #83
973,Jay Lethal vs. Orange Cassidy,03/08/2023,All Elite Wrestling,Singles,AEW Dynamite #179
974,"AR Fox, Dante Martin & Darius Martin vs. Chris Jericho, Daniel Garcia & Sammy Guevara",03/08/2023,All Elite Wrestling,Six Man Tag Team,AEW Dynamite #179
975,Alex Reynolds & John Silver vs. Claudio Castagnoli & Jon Moxley,03/08/2023,All Elite Wrestling,Tag Team,AEW Dynamite #179
976,Action Andretti vs. Sammy Guevara,03/08/2023,All Elite Wrestling,Singles,AEW Rampage #83
977,Bryan Danielson vs. MJF,03/05/2023,All Elite Wrestling,Iron Man,AEW Revolution 2023
978,Adam Page vs. Jon Moxley,03/05/2023,All Elite Wrestling,Texas Death,AEW Revolution 2023
979,"Brody King, Buddy Matthews & Malakai Black vs. Kenny Omega, Matt Jackson & Nick Jackson",03/05/2023,All Elite Wrestling,Six Man Tag Team,AEW Revolution 2023
980,Chris Jericho vs. Ricky Starks,03/05/2023,All Elite Wrestling,Singles,AEW Revolution 2023
981,Anthony Bowens & Max Caster vs. Austin Gunn & Colten Gunn vs. Danhausen & Orange Cassidy vs. Jay Lethal & Jeff Jarrett,03/05/2023,All Elite Wrestling,Four Way Tag Team,AEW Revolution 2023
982,Samoa Joe vs. Wardlow,03/05/2023,All Elite Wrestling,Singles,AEW Revolution 2023
983,"Ari Daivari, Josh Woods & Tony Nese vs. Mark Briscoe, Penta El Zero Miedo & Rey Fenix",03/05/2023,All Elite Wrestling,Six Man Tag Team,AEW Revolution 2023 - Zero Hour
984,Christian Cage vs. Jack Perry,03/05/2023,All Elite Wrestling,Final Burial,AEW Revolution 2023
985,Jamie Hayter vs. Ruby Soho vs. Saraya,03/05/2023,All Elite Wrestling,Three Way,AEW Revolution 2023
986,Alex Reynolds & John Silver vs. Claudio Castagnoli & Wheeler Yuta vs. Dante Martin & Darius Martin vs. Kyle Fletcher & Mark Davis,03/03/2023,All Elite Wrestling,Four Way Tag Team,AEW Rampage #82
987,Emi Sakura vs. Riho,03/03/2023,All Elite Wrestling,Singles,AEW Rampage #82
988,Dustin Rhodes & Keith Lee vs. Parker Boudreaux & Swerve Strickland,03/03/2023,All Elite Wrestling,Tag Team,AEW Rampage #82
989,Anthony Bowens & Max Caster vs. Anthony Henry & JD Drake,03/03/2023,All Elite Wrestling,Tag Team,AEW Dark Special #2
990,Aaron Solo vs. Daniel Garcia,03/03/2023,All Elite Wrestling,Singles,AEW Dark Special #2
991,"Isiah Kassidy, Lee Moriarty & Matt Hardy vs. Mark Briscoe, Penta El Zero Miedo & Rey Fenix",03/03/2023,All Elite Wrestling,Six Man Tag Team,AEW Dark Special #2
992,AR Fox vs. Ryan Nemeth,03/03/2023,All Elite Wrestling,Singles,AEW Dark #186
993,Big Bill vs. Orange Cassidy,03/01/2023,All Elite Wrestling,Singles,AEW Dynamite #178
994,Alex Reynolds & John Silver vs. Angelo Parker & Matt Menard vs. Claudio Castagnoli & Wheeler Yuta vs. Danhausen & Orange Cassidy vs. Dante Martin & Darius Martin vs. Kyle Fletcher & Mark Davis vs. Matt Taven & Mike Bennett vs. Penta El Zero Miedo & Rey Fenix vs. Preston Vance & Rush vs. The Blade & The Butcher,03/01/2023,All Elite Wrestling,Casino Tag Team Royale,AEW Dynamite #178
995,Riho vs. Toni Storm,03/01/2023,All Elite Wrestling,Singles,AEW Dynamite #178
996,Christopher Daniels vs. Cole Karter,03/01/2023,All Elite Wrestling,Singles,AEW Dark: Elevation #105
997,Action Andretti vs. AR Fox vs. Eddie Kingston vs. Komander vs. Konosuke Takeshita vs. Ortiz vs. Powerhouse Hobbs vs. Sammy Guevara,03/01/2023,All Elite Wrestling,Ladder,AEW Dynamite #178
