Index,Fixture,Date,Promotion,Match type,Event,WON rating
2422,Nikolai Volkoff vs. Tony Garea,04/22/1986,World Wrestling Federation,Singles,WWF on MSG Network ,
2423,King Tonga vs. Paul Christy,04/22/1986,World Wrestling Federation,Singles,WWF on MSG Network ,
2424,Iron Mike Sharpe vs. Sivi Afi,04/22/1986,World Wrestling Federation,Singles,WWF on MSG Network ,
2425,Brutus Beefcake vs. The Dynamite Kid,04/22/1986,World Wrestling Federation,Singles,WWF on MSG Network ,
2426,Davey Boy Smith vs. Greg Valentine,04/22/1986,World Wrestling Federation,Singles,WWF on MSG Network ,
2427,Randy Savage vs. Tito Santana,04/22/1986,World Wrestling Federation,No Disqualification,WWF on MSG Network ,****
2428,Hulk Hogan vs. King Kong Bundy,04/07/1986,World Wrestling Federation,Cage,"WWF WrestleMania II - ""What The World Is Coming To"" ",
2429,Hoss Funk & Terry Funk vs. The Junkyard Dog & Tito Santana,04/07/1986,World Wrestling Federation,Tag Team,"WWF WrestleMania II - ""What The World Is Coming To"" ",
2430,George Steele vs. Randy Savage,04/07/1986,World Wrestling Federation,Singles,"WWF WrestleMania II - ""What The World Is Coming To"" ",
2431,Hercules Hernandez vs. Ricky Steamboat,04/07/1986,World Wrestling Federation,Singles,"WWF WrestleMania II - ""What The World Is Coming To"" ",
2432,Mr. T vs. Roddy Piper,04/07/1986,World Wrestling Federation,Boxing,"WWF WrestleMania II - ""What The World Is Coming To"" ",
2433,Brutus Beefcake & Greg Valentine vs. Davey Boy Smith & The Dynamite Kid,04/07/1986,World Wrestling Federation,Tag Team,"WWF WrestleMania II - ""What The World Is Coming To"" ",****
2434,Jacques Rougeau & Raymond Rougeau vs. Moondog Rex & Moondog Spot,03/23/1986,World Wrestling Federation,Tag Team,WWF Prime Time Wrestling ,
2435,Bob Orton vs. Lanny Poffo,03/23/1986,World Wrestling Federation,Singles,WWF Prime Time Wrestling ,
2436,Ricky Steamboat vs. The Magnificent Muraco,03/23/1986,World Wrestling Federation,Martial Arts,WWF Prime Time Wrestling ,
2437,B. Brian Blair & Jim Brunzell vs. Bret Hart & Jim Neidhart,03/23/1986,World Wrestling Federation,Tag Team,WWF Prime Time Wrestling ,
2438,Corporal Kirchner vs. Iron Mike Sharpe,03/23/1986,World Wrestling Federation,Singles,WWF Prime Time Wrestling ,
2439,George Wells vs. Jake Roberts,03/23/1986,World Wrestling Federation,Singles,WWF Prime Time Wrestling ,
2440,Hillbilly Jim vs. King Kong Bundy,03/16/1986,World Wrestling Federation,Singles,WWF on MSG Network ,
2441,Chigusa Nagayo & Lioness Asuka vs. Leilani Kai & Penny Mitchell,03/16/1986,World Wrestling Federation,Tag Team,WWF on MSG Network ,
2442,Moondog Spot vs. Sivi Afi,03/16/1986,World Wrestling Federation,Singles,WWF on MSG Network ,
2443,Bull Nakano & Dump Matsumoto vs. Linda Gonzalez & Velvet McIntyre,03/16/1986,World Wrestling Federation,Tag Team,WWF on MSG Network ,
2444,Bob Orton vs. Pedro Morales,03/16/1986,World Wrestling Federation,Singles,WWF on MSG Network ,
2445,King Tonga vs. The Magnificent Muraco,03/16/1986,World Wrestling Federation,Singles,WWF on MSG Network ,
2446,Mr. Fuji vs. Ricky Steamboat,03/16/1986,World Wrestling Federation,Singles,WWF on MSG Network ,
2447,Jake Roberts vs. Lanny Poffo,03/16/1986,World Wrestling Federation,Singles,WWF on MSG Network ,
2448,Randy Savage vs. Tito Santana,03/16/1986,World Wrestling Federation,Singles,WWF on MSG Network ,
2449,Dana Carpenter vs. Haiti Kid,03/16/1986,World Wrestling Federation,Singles,WWF on MSG Network ,
2450,"Brutus Beefcake, Greg Valentine & Johnny Valiant vs. Captain Lou Albano, Davey Boy Smith & The Dynamite Kid",03/16/1986,World Wrestling Federation,Six Man Tag Team,WWF on MSG Network ,
2451,Jake Roberts vs. Jose Luis Rivera,03/08/1986,World Wrestling Federation,Singles,WWF on NESN ,
2452,Randy Savage vs. Tito Santana,03/08/1986,World Wrestling Federation,Singles,WWF on NESN ,
2453,Rene Goulet vs. Sivi Afi,03/08/1986,World Wrestling Federation,Singles,WWF on NESN ,
2454,Jim Neidhart vs. Scott McGhee,03/08/1986,World Wrestling Federation,Singles,WWF on NESN ,
2455,Corporal Kirchner vs. Iron Mike Sharpe,03/08/1986,World Wrestling Federation,Singles,WWF on NESN ,
2456,Bret Hart vs. Ricky Steamboat,03/08/1986,World Wrestling Federation,Singles,WWF on NESN ,
2457,Chigusa Nagayo & Lioness Asuka vs. Donna Christianello & Judy Martin,03/08/1986,World Wrestling Federation,Tag Team,WWF on NESN ,
2458,Bull Nakano & Dump Matsumoto vs. Dawn Marie & Velvet McIntyre,03/08/1986,World Wrestling Federation,Tag Team,WWF on NESN ,
2459,Hoss Funk & Terry Funk vs. Hulk Hogan & The Junkyard Dog,03/08/1986,World Wrestling Federation,Tag Team,WWF on NESN ,
2460,B. Brian Blair & Jim Brunzell vs. Bret Hart & Jim Neidhart,02/17/1986,World Wrestling Federation,Tag Team,WWF on MSG Network ,
2461,Brutus Beefcake & Greg Valentine vs. Davey Boy Smith & The Dynamite Kid,02/15/1986,World Wrestling Federation,Tag Team,WWF Saturday Night's Main Event #5 ,
2462,Adrian Adonis vs. The Junkyard Dog,02/15/1986,World Wrestling Federation,Singles,WWF Saturday Night's Main Event #5 ,
2463,Hulk Hogan vs. The Magnificent Muraco,02/15/1986,World Wrestling Federation,Singles,WWF Saturday Night's Main Event #5 ,
2464,Hulk Hogan vs. King Kong Bundy,02/08/1986,World Wrestling Federation,Singles,WWF on PRISM Network ,
2465,Lanny Poffo vs. Paul Christy,02/08/1986,World Wrestling Federation,Singles,WWF on NESN ,
2466,Barry O vs. Sivi Afi,02/08/1986,World Wrestling Federation,Singles,WWF on NESN ,
2467,George Steele vs. Tiger Chung Lee,02/08/1986,World Wrestling Federation,Singles,WWF on NESN ,
2468,Big John Studd vs. Hillbilly Jim,02/08/1986,World Wrestling Federation,Singles,WWF on NESN ,
2469,B. Brian Blair & Jim Brunzell vs. Bret Hart & Jim Neidhart,02/08/1986,World Wrestling Federation,Tag Team,WWF on NESN ,
2470,Ricky Steamboat vs. The Magnificent Muraco,02/08/1986,World Wrestling Federation,Martial Arts,WWF on NESN ,
2471,Bruno Sammartino vs. Roddy Piper,02/08/1986,World Wrestling Federation,Steel Cage,WWF on NESN ,
2472,Randy Savage vs. Tito Santana,02/08/1986,World Wrestling Federation,Singles,WWF on NESN ,****
2473,Big John Studd vs. Paul Orndorff,01/27/1986,World Wrestling Federation,Singles,WWF on MSG Network ,
2474,Scott McGhee vs. Terry Funk,01/27/1986,World Wrestling Federation,Singles,WWF on MSG Network ,
2475,Randy Savage vs. Scott McGhee,01/18/1986,World Wrestling Federation,Singles,WWF Prime Time Wrestling ,
2476,Bret Hart & Jim Neidhart vs. Davey Boy Smith & The Dynamite Kid,01/18/1986,World Wrestling Federation,Tag Team,WWF Prime Time Wrestling ,
2477,"Andre The Giant & Hulk Hogan vs. Big John Studd, Bobby Heenan & King Kong Bundy",01/11/1986,World Wrestling Federation,Three On Two Handicap,WWF on PRISM Network ,
2478,Randy Savage vs. Tito Santana,01/11/1986,World Wrestling Federation,Singles,WWF on NESN ,
2479,Lanny Poffo vs. Terry Gibbs,01/11/1986,World Wrestling Federation,Singles,WWF on NESN ,
2480,Moondog Spot vs. Scott McGhee,01/11/1986,World Wrestling Federation,Singles,WWF on NESN ,
2481,Pedro Morales vs. Terry Funk,01/11/1986,World Wrestling Federation,Singles,WWF on NESN ,
2482,George Wells vs. Iron Mike Sharpe,01/11/1986,World Wrestling Federation,Singles,WWF on NESN ,
2483,Corporal Kirchner & The Junkyard Dog vs. Nikolai Volkoff & The Iron Sheik,01/11/1986,World Wrestling Federation,Tag Team,WWF on NESN ,
2484,Bob Orton & Roddy Piper vs. Bruno Sammartino & Paul Orndorff,01/11/1986,World Wrestling Federation,Tag Team,WWF on NESN ,
2485,"Bob Orton, Jesse Ventura & Roddy Piper vs. Cousin Luke, Hillbilly Jim & Uncle Elmer",12/19/1985,World Wrestling Federation,Six Man Tag Team,WWF Saturday Night's Main Event #4 ,
2486,Hulk Hogan vs. Terry Funk,12/19/1985,World Wrestling Federation,Singles,WWF Saturday Night's Main Event #4 ,
2487,Mr. Fuji & The Magnificent Muraco vs. Ricky Steamboat & The Junkyard Dog,12/19/1985,World Wrestling Federation,Tag Team,WWF Saturday Night's Main Event #4 ,
2488,Randy Savage vs. Ricky Steamboat,12/07/1985,World Wrestling Federation,Singles,WWF on NESN ,
2489,Bob Orton vs. Pedro Morales,12/07/1985,World Wrestling Federation,Singles,WWF on NESN ,
2490,Bruno Sammartino vs. Roddy Piper,12/07/1985,World Wrestling Federation,Singles,WWF on NESN ,
2491,Jesse Ventura vs. Tito Santana,12/07/1985,World Wrestling Federation,Singles,WWF on NESN ,
2492,B. Brian Blair & Jim Brunzell vs. Brutus Beefcake & Greg Valentine,12/07/1985,World Wrestling Federation,Tag Team,WWF on NESN ,
2493,Hulk Hogan vs. Terry Funk,12/07/1985,World Wrestling Federation,Singles,WWF on PRISM Network ,
2494,"Andre The Giant, Captain Lou Albano & Hillbilly Jim vs. Big John Studd, Bobby Heenan & King Kong Bundy",11/25/1985,World Wrestling Federation,Six Man Tag Team,WWF on MSG Network ,
2495,Danny Spivey vs. Terry Gibbs,11/25/1985,World Wrestling Federation,Singles,WWF on MSG Network ,
2496,King Tonga vs. Mr. X,11/25/1985,World Wrestling Federation,Singles,WWF on MSG Network ,
2497,Barry O vs. Jesse Ventura,11/25/1985,World Wrestling Federation,Singles,WWF on MSG Network ,
2498,Cousin Junior vs. Hercules Hernandez,11/25/1985,World Wrestling Federation,Singles,WWF on MSG Network ,
2499,The Fabulous Moolah vs. Wendi Richter,11/25/1985,World Wrestling Federation,Singles,WWF on MSG Network ,
2500,Brutus Beefcake & Greg Valentine vs. Pedro Morales & Tito Santana,11/25/1985,World Wrestling Federation,Tag Team,WWF on MSG Network ,
2501,Ricky Steamboat vs. The Magnificent Muraco,11/25/1985,World Wrestling Federation,Singles,WWF on MSG Network ,
2502,Mr. Wrestling II vs. Terry Funk,11/25/1985,World Wrestling Federation,Singles,WWF on MSG Network ,
2503,Andre The Giant vs. King Kong Bundy,11/22/1985,World Wrestling Federation,Singles,WWF on PRISM Network ,
2504,Big John Studd vs. Hillbilly Jim,11/22/1985,World Wrestling Federation,Singles,WWF on PRISM Network ,
2505,Paul Orndorff vs. Tito Santana,11/07/1985,World Wrestling Federation,Singles,WWF The Wrestling Classic ,
2506,Davey Boy Smith vs. Ricky Steamboat,11/07/1985,World Wrestling Federation,Singles,WWF The Wrestling Classic ,***3/4
2507,Bob Orton vs. Paul Orndorff,11/07/1985,World Wrestling Federation,Singles,WWF The Wrestling Classic ,***1/4
2508,Adrian Adonis vs. The Dynamite Kid,11/07/1985,World Wrestling Federation,Singles,WWF The Wrestling Classic ,***1/4
2509,Randy Savage vs. Ricky Steamboat,11/07/1985,World Wrestling Federation,Singles,WWF The Wrestling Classic ,****
2510,Hulk Hogan vs. Roddy Piper,11/07/1985,World Wrestling Federation,Singles,WWF The Wrestling Classic ,***1/4
2511,Randy Savage vs. The Dynamite Kid,11/07/1985,World Wrestling Federation,Singles,WWF The Wrestling Classic ,****
2512,Randy Savage vs. The Junkyard Dog,11/07/1985,World Wrestling Federation,Singles,WWF The Wrestling Classic ,***1/2
2513,Andre The Giant & Hulk Hogan vs. Big John Studd & King Kong Bundy,10/31/1985,World Wrestling Federation,Tag Team,WWF Saturday Night's Main Event #3 ,
2514,Terry Funk vs. The Junkyard Dog,10/31/1985,World Wrestling Federation,Singles,WWF Saturday Night's Main Event #3 ,
2515,Bob Orton & Roddy Piper vs. Bruno Sammartino & Paul Orndorff,10/26/1985,World Wrestling Federation,Steel Cage Tag Team,WWF on PRISM Network ,
2516,Andre The Giant & Hillbilly Jim vs. Big John Studd & King Kong Bundy,10/21/1985,World Wrestling Federation,Tag Team,WWF on MSG Network ,
2517,Hulk Hogan vs. King Kong Bundy,10/12/1985,World Wrestling Federation,Singles,WWF on NESN ,
2518,King Tonga vs. Mr. X,10/12/1985,World Wrestling Federation,Singles,WWF on NESN ,
2519,Corporal Kirchner vs. Rene Goulet,10/12/1985,World Wrestling Federation,Singles,WWF on NESN ,
2520,David Sammartino vs. Tiger Chung Lee,10/12/1985,World Wrestling Federation,Singles,WWF on NESN ,
2521,Barry O & Iron Mike Sharpe vs. Barry Windham & SD Jones,10/12/1985,World Wrestling Federation,Tag Team,WWF on NESN ,
2522,Terry Funk vs. The Junkyard Dog,10/12/1985,World Wrestling Federation,Singles,WWF on NESN ,
2523,Brutus Beefcake & Greg Valentine vs. Davey Boy Smith & The Dynamite Kid,10/12/1985,World Wrestling Federation,Tag Team,WWF on NESN ,
2524,Randy Savage vs. Scott McGhee,10/12/1985,World Wrestling Federation,Singles,WWF on NESN ,
2525,Hulk Hogan vs. Nikolai Volkoff,10/03/1985,World Wrestling Federation,Flag,WWF Saturday Night's Main Event #2 ,
2526,Paul Orndorff vs. Roddy Piper,10/03/1985,World Wrestling Federation,Singles,WWF Saturday Night's Main Event #2 ,
2527,Bob Orton & Roddy Piper vs. Bruno Sammartino & Paul Orndorff,09/28/1985,World Wrestling Federation,Tag Team,WWF on PRISM Network ,
2528,Hulk Hogan vs. Randy Savage,09/28/1985,World Wrestling Federation,Singles,WWF on PRISM Network ,
2529,Adrian Adonis vs. Rick McGraw,09/23/1985,World Wrestling Federation,Singles,WWF on MSG Network ,
2530,Lanny Poffo vs. The Missing Link,09/23/1985,World Wrestling Federation,Singles,WWF on MSG Network ,
2531,Les Thornton vs. Scott McGhee,09/23/1985,World Wrestling Federation,Singles,WWF on MSG Network ,
2532,Paul Roma vs. Randy Savage,09/23/1985,World Wrestling Federation,Singles,WWF on MSG Network ,
2533,Bob Orton vs. SD Jones,09/23/1985,World Wrestling Federation,Singles,WWF on MSG Network ,
2534,Ricky Steamboat vs. The Magnificent Muraco,09/23/1985,World Wrestling Federation,Singles,WWF on MSG Network ,
2535,Andre The Giant vs. King Kong Bundy,09/23/1985,World Wrestling Federation,Singles,WWF on MSG Network ,
2536,Bret Hart & Jim Neidhart vs. Davey Boy Smith & The Dynamite Kid,09/23/1985,World Wrestling Federation,Tag Team,WWF on MSG Network ,
2537,Bret Hart vs. The Dynamite Kid,09/14/1985,World Wrestling Federation,Singles,WWF Prime Time Wrestling ,
2538,Andre The Giant vs. Big John Studd,08/18/1985,World Wrestling Federation,Singles,WWF Prime Time Wrestling ,
2539,Adrian Adonis vs. Lanny Poffo,08/18/1985,World Wrestling Federation,Singles,WWF Prime Time Wrestling ,
2540,B. Brian Blair & Jim Brunzell vs. Bret Hart & Jim Neidhart,08/18/1985,World Wrestling Federation,Tag Team,WWF Prime Time Wrestling ,
2541,Johnny V vs. Steve Lombardi,08/17/1985,World Wrestling Federation,Singles,WWF Prime Time Wrestling ,
2542,Cousin Junior vs. Moondog Spot,08/17/1985,World Wrestling Federation,Singles,WWF Prime Time Wrestling ,
2543,Adrian Adonis vs. Tony Garea,08/17/1985,World Wrestling Federation,Singles,WWF Prime Time Wrestling ,
2544,Salvatore Bellomo vs. Terry Funk,08/17/1985,World Wrestling Federation,Singles,WWF Prime Time Wrestling ,
2545,Bret Hart & Jim Neidhart vs. Lanny Poffo & Swede Hanson,08/17/1985,World Wrestling Federation,Tag Team,WWF Prime Time Wrestling ,
2546,Randy Savage vs. Rick McGraw,08/17/1985,World Wrestling Federation,Singles,WWF Prime Time Wrestling ,
2547,Charlie Fulton vs. Paul Roma,08/10/1985,World Wrestling Federation,Singles,WWF on MSG Network ,
2548,Iron Mike Sharpe vs. Lanny Poffo,08/10/1985,World Wrestling Federation,Singles,WWF on MSG Network ,
2549,Barry O vs. Pedro Morales,08/10/1985,World Wrestling Federation,Singles,WWF on MSG Network ,
2550,Les Thornton vs. Tony Atlas,08/10/1985,World Wrestling Federation,Singles,WWF on MSG Network ,
2551,Andre The Giant & Paul Orndorff vs. Bob Orton & Roddy Piper,08/10/1985,World Wrestling Federation,Tag Team,WWF on MSG Network ,
2552,Jose Luis Rivera vs. Randy Savage,08/10/1985,World Wrestling Federation,Singles,WWF on MSG Network ,
2553,Barry Windham & Mike Rotundo vs. Brutus Beefcake & Greg Valentine,08/10/1985,World Wrestling Federation,Tag Team,WWF on MSG Network ,
2554,Jose Luis Rivera vs. Les Thornton,08/03/1985,World Wrestling Federation,Singles,WWF on NESN ,
2555,Brutus Beefcake vs. George Wells,08/03/1985,World Wrestling Federation,Singles,WWF on NESN ,
2556,Mr. X vs. Pedro Morales,08/03/1985,World Wrestling Federation,Singles,WWF on NESN ,
2557,Paul Orndorff vs. Roddy Piper,08/03/1985,World Wrestling Federation,Singles,WWF on NESN ,
2558,Randy Savage vs. Salvatore Bellomo,08/03/1985,World Wrestling Federation,Singles,WWF on NESN ,
2559,Rick McGraw vs. Terry Funk,08/03/1985,World Wrestling Federation,Singles,WWF on NESN ,
2560,Mr. Fuji & The Magnificent Muraco vs. Ricky Steamboat & The Junkyard Dog,08/03/1985,World Wrestling Federation,Tag Team,WWF on NESN ,
2561,Paul Orndorff vs. Roddy Piper,07/27/1985,World Wrestling Federation,Singles,WWF on PRISM Network ,
2562,Jim Neidhart vs. Tony Garea,07/27/1985,World Wrestling Federation,Singles,WWF on PRISM Network ,
2563,Bret Hart vs. Swede Hanson,07/27/1985,World Wrestling Federation,Singles,WWF on PRISM Network ,
2564,Pedro Morales vs. Rene Goulet,07/27/1985,World Wrestling Federation,Singles,WWF on PRISM Network ,
2565,Brutus Beefcake vs. George Wells,07/27/1985,World Wrestling Federation,Singles,WWF on PRISM Network ,
2566,Susan Starr vs. The Spider Lady,07/27/1985,World Wrestling Federation,Singles,WWF on PRISM Network ,
2567,SD Jones vs. Terry Funk,07/27/1985,World Wrestling Federation,Singles,WWF on PRISM Network ,
2568,Bob Orton vs. Ricky Steamboat,07/20/1985,World Wrestling Federation,Singles,WWF Prime Time Wrestling ,
2569,Ivan Putski vs. Moondog Spot,07/13/1985,World Wrestling Federation,Singles,WWF on MSG Network ,
2570,Pedro Morales vs. Rene Goulet,07/13/1985,World Wrestling Federation,Singles,WWF on MSG Network ,
2571,Bob Orton vs. The Junkyard Dog,07/13/1985,World Wrestling Federation,Singles,WWF on MSG Network ,
2572,Brutus Beefcake vs. George Wells,07/13/1985,World Wrestling Federation,Singles,WWF on MSG Network ,
2573,Adrian Adonis vs. Jose Luis Rivera,07/13/1985,World Wrestling Federation,Singles,WWF on MSG Network ,
2574,Paul Orndorff vs. Roddy Piper,07/13/1985,World Wrestling Federation,Singles,WWF on MSG Network ,
2575,Lanny Poffo vs. Terry Funk,07/13/1985,World Wrestling Federation,Singles,WWF on MSG Network ,
2576,Bret Hart & Jim Neidhart vs. Davey Boy Smith & The Dynamite Kid,07/13/1985,World Wrestling Federation,Tag Team,WWF on MSG Network ,
2577,Bobby Heenan vs. David Sammartino,06/29/1985,World Wrestling Federation,Singles,WWF on PRISM Network ,
2578,Big John Studd vs. Hulk Hogan,06/22/1985,World Wrestling Federation,Singles,WWF on NESN ,
2579,Lanny Poffo vs. Terry Gibbs,06/21/1985,World Wrestling Federation,Singles,WWF on MSG Network ,
2580,Matt Borne vs. Tony Atlas,06/21/1985,World Wrestling Federation,Singles,WWF on MSG Network ,
2581,Jim Brunzell vs. Moondog Spot,06/21/1985,World Wrestling Federation,Singles,WWF on MSG Network ,
2582,Randy Savage vs. Rick McGraw,06/21/1985,World Wrestling Federation,Singles,WWF on MSG Network ,
2583,Desiree Petersen vs. Judy Martin,06/21/1985,World Wrestling Federation,Singles,WWF on MSG Network ,
2584,King Kong Bundy vs. Tony Garea,06/21/1985,World Wrestling Federation,Singles,WWF on MSG Network ,
2585,B. Brian Blair vs. Barry O,06/21/1985,World Wrestling Federation,Singles,WWF on MSG Network ,
2586,"Adrian Adonis, Big John Studd & Bobby Heenan vs. Barry Windham, George Steele & Mike Rotundo",06/21/1985,World Wrestling Federation,Six Man Tag Team,WWF on MSG Network ,
2587,Greg Valentine vs. Ricky Steamboat,06/21/1985,World Wrestling Federation,Singles,WWF on MSG Network ,
2588,Hulk Hogan vs. The Magnificent Muraco,06/21/1985,World Wrestling Federation,Steel Cage,WWF on MSG Network ,
2589,Ken Patera vs. Paul Orndorff,05/25/1985,World Wrestling Federation,Singles,WWF Prime Time Wrestling ,
2590,Hulk Hogan vs. Ken Patera,05/25/1985,World Wrestling Federation,Singles,WWF on PRISM Network ,
2591,Ken Patera vs. Tony Atlas,05/20/1985,World Wrestling Federation,Singles,WWF on MSG Network ,
2592,Rene Goulet vs. Rocky Johnson,05/20/1985,World Wrestling Federation,Singles,WWF on MSG Network ,
2593,Ivan Putski vs. Jim Neidhart,05/20/1985,World Wrestling Federation,Singles,WWF on MSG Network ,
2594,Pedro Morales vs. Terry Gibbs,05/20/1985,World Wrestling Federation,Singles,WWF on MSG Network ,
2595,Hulk Hogan vs. The Magnificent Muraco,05/20/1985,World Wrestling Federation,Singles,WWF on MSG Network ,
2596,Bret Hart vs. Rick McGraw,05/20/1985,World Wrestling Federation,Singles,WWF on MSG Network ,
2597,Barry Windham & Mike Rotundo vs. Nikolai Volkoff & The Iron Sheik,05/20/1985,World Wrestling Federation,Tag Team,WWF on MSG Network ,
2598,Jesse Ventura vs. Tony Garea,05/20/1985,World Wrestling Federation,Singles,WWF on MSG Network ,
2599,Bruno Sammartino & David Sammartino vs. Brutus Beefcake & Johnny V,05/20/1985,World Wrestling Federation,Tag Team,WWF on MSG Network ,
2600,"Barry Windham, Mike Rotundo & Ricky Steamboat vs. George Steele, Nikolai Volkoff & The Iron Sheik",05/10/1985,World Wrestling Federation,Six Man Tag Team,WWF Saturday Night's Main Event #1 ,
2601,Bob Orton vs. Hulk Hogan,05/10/1985,World Wrestling Federation,Singles,WWF Saturday Night's Main Event #1 ,
2602,Bret Hart & Jim Neidhart vs. Davey Boy Smith & The Dynamite Kid,04/27/1985,World Wrestling Federation,Tag Team,WWF on PRISM Network ,
2603,Moondog Spot vs. Ricky Steamboat,04/22/1985,World Wrestling Federation,Singles,WWF on MSG Network ,
2604,Mike Rotundo vs. The Iron Sheik,04/22/1985,World Wrestling Federation,Singles,WWF on MSG Network ,
2605,Barry Windham vs. Nikolai Volkoff,04/22/1985,World Wrestling Federation,Singles,WWF on MSG Network ,
2606,Brutus Beefcake & Greg Valentine vs. The Junkyard Dog & Tito Santana,04/22/1985,World Wrestling Federation,Tag Team,WWF on MSG Network ,
2607,Matt Borne vs. Tatsumi Fujinami,04/22/1985,World Wrestling Federation,Singles,WWF on MSG Network ,
2608,Barry O vs. The Cobra,04/22/1985,World Wrestling Federation,Singles,WWF on MSG Network ,
2609,Davey Boy Smith & The Dynamite Kid vs. Johnny Rodz & Rene Goulet,04/22/1985,World Wrestling Federation,Tag Team,WWF on MSG Network ,
2610,Hulk Hogan vs. The Magnificent Muraco,04/22/1985,World Wrestling Federation,Singles,WWF on MSG Network ,
2611,Bret Hart vs. George Wells,04/21/1985,World Wrestling Federation,Singles,WWF Prime Time Wrestling ,
2612,Jim Neidhart vs. Rick McGraw,04/21/1985,World Wrestling Federation,Singles,WWF Prime Time Wrestling ,
2613,Steve Lombardi vs. The Magnificent Muraco,04/21/1985,World Wrestling Federation,Singles,WWF Prime Time Wrestling ,
2614,Ivan Putski vs. Jerry Valiant,04/21/1985,World Wrestling Federation,Singles,WWF Prime Time Wrestling ,
2615,Barry O & Moondog Spot vs. Davey Boy Smith & The Dynamite Kid,04/21/1985,World Wrestling Federation,Tag Team,WWF Prime Time Wrestling ,
2616,Brutus Beefcake & Greg Valentine vs. Ricky Steamboat & Tito Santana,04/21/1985,World Wrestling Federation,Tag Team,WWF Prime Time Wrestling ,
2617,Andre The Giant vs. Big John Studd,03/31/1985,World Wrestling Federation,Bodyslam,"WWF WrestleMania - ""The Greatest Wrestling Event Of All Time!"" ",
2618,Leilani Kai vs. Wendi Richter,03/31/1985,World Wrestling Federation,Singles,"WWF WrestleMania - ""The Greatest Wrestling Event Of All Time!"" ",
2619,Hulk Hogan & Mr. T vs. Paul Orndorff & Roddy Piper,03/31/1985,World Wrestling Federation,Tag Team,"WWF WrestleMania - ""The Greatest Wrestling Event Of All Time!"" ",
2620,Greg Valentine vs. The Junkyard Dog,03/31/1985,World Wrestling Federation,Singles,"WWF WrestleMania - ""The Greatest Wrestling Event Of All Time!"" ",
2621,Brutus Beefcake vs. David Sammartino,03/31/1985,World Wrestling Federation,Singles,"WWF WrestleMania - ""The Greatest Wrestling Event Of All Time!"" ",
2622,Barry Windham & Mike Rotundo vs. Nikolai Volkoff & The Iron Sheik,03/31/1985,World Wrestling Federation,Tag Team,"WWF WrestleMania - ""The Greatest Wrestling Event Of All Time!"" ",
2623,Matt Borne vs. Ricky Steamboat,03/31/1985,World Wrestling Federation,Singles,"WWF WrestleMania - ""The Greatest Wrestling Event Of All Time!"" ",***1/4
2624,Bobby Heenan & Paul Orndorff vs. Bruno Sammartino & David Sammartino,03/17/1985,World Wrestling Federation,Lumberjack Tag Team,WWF on PRISM Network ,
2625,The Cobra vs. The Magnificent Muraco,03/17/1985,World Wrestling Federation,Singles,WWF on PRISM Network ,
2626,Barry O vs. Rene Goulet,03/17/1985,World Wrestling Federation,Singles,WWF on MSG Network ,
2627,Jim Neidhart vs. SD Jones,03/17/1985,World Wrestling Federation,Singles,WWF on MSG Network ,
2628,Jimmy Snuka vs. Roddy Piper,03/17/1985,World Wrestling Federation,Singles,WWF on PRISM Network ,
2629,"Andre The Giant, Jimmy Snuka & The Junkyard Dog vs. Big John Studd, Jesse Ventura & Ken Patera",03/17/1985,World Wrestling Federation,Six Man Tag Team,WWF on MSG Network ,
2630,Greg Valentine vs. Tito Santana,03/17/1985,World Wrestling Federation,Lumberjack,WWF on MSG Network ,
2631,David Sammartino vs. Matt Borne,03/17/1985,World Wrestling Federation,Singles,WWF on MSG Network ,
2632,Moondog Spot vs. Rick McGraw,02/18/1985,World Wrestling Federation,Singles,WWF on MSG Network ,
2633,Johnny Rodz vs. Jose Luis Rivera,02/18/1985,World Wrestling Federation,Singles,WWF on MSG Network ,
2634,Hillbilly Jim vs. Rene Goulet,02/18/1985,World Wrestling Federation,Singles,WWF on MSG Network ,
2635,Leilani Kai vs. Wendi Richter,02/18/1985,World Wrestling Federation,Singles,WWF on MSG Network ,
2636,David Sammartino vs. Moondog Rex,02/18/1985,World Wrestling Federation,Singles,WWF on MSG Network ,
2637,Bob Orton vs. Jimmy Snuka,02/18/1985,World Wrestling Federation,Singles,WWF on MSG Network ,
2638,Paul Orndorff vs. Tony Atlas,02/18/1985,World Wrestling Federation,Singles,WWF on MSG Network ,
2639,Hulk Hogan vs. Roddy Piper,02/18/1985,World Wrestling Federation,Singles,WWF on MSG Network ,
2640,Bobby Heenan & Paul Orndorff vs. Bruno Sammartino & David Sammartino,02/16/1985,World Wrestling Federation,Tag Team,WWF on PRISM Network ,
2641,Moondog Rex vs. Terry Gibbs,01/21/1985,World Wrestling Federation,Singles,WWF on MSG Network ,
2642,Blackjack Mulligan vs. Moondog Spot,01/21/1985,World Wrestling Federation,Singles,WWF on MSG Network ,
2643,Bob Orton & Roddy Piper vs. Jimmy Snuka & The Junkyard Dog,01/21/1985,World Wrestling Federation,Texas Tornado Tag Team,WWF on MSG Network ,
2644,Greg Valentine vs. Tito Santana,01/21/1985,World Wrestling Federation,Singles,WWF on MSG Network ,***1/2
2645,David Sammartino vs. Paul Orndorff,01/12/1985,World Wrestling Federation,Singles,WWF on PRISM Network ,
2646,Adrian Adonis & Dick Murdoch vs. Jack Brisco & Jerry Brisco,01/12/1985,World Wrestling Federation,Tag Team,WWF on PRISM Network ,
